RIAL,"SMDVR,SMDDL,RIAR",2,57932,2456,N2UNR034,34,6117,2442,NR in plane
SMDDL,"RIS,AVER",1,61026,3935,N2UNR034,34,4343,1794,NR in plane
URYDL,AVER,2,56532,1821,N2UNR034,34,3658,2128,NR in plane
SMDDR,"SMDDL,AVER",1,61025,3934,N2UNR034,34,4570,1870,NR in plane
URYDL,RIBL,1,56525,1818,N2UNR034,34,3831,1994,NR in plane
RMEL,dBWMR5,1,60996,3922,N2UNR034,34,6278,3857,NR 45 deg
URADL,"RIPL,dBWML6,dBWML2",7,65254,5505,N2UNR034,34,3971,2574,NR in plane
RIAR,"RMDDL,RMDVR",3,36601,1117,N2UNR034,34,5654,2330,NR in plane
URYDL,"RMDDR,RMDVL",2,61517,3782,N2UNR034,34,4458,2268,NR in plane
OLLR,RMDVR,1,63012,4841,N2UNR034,34,6640,3986,NR 45 deg
RIAR,SMDVR,1,57934,2458,N2UNR035,35,6064,2408,NR in plane
IL2R,"OLQVR,RIH",3,62564,4596,N2UNR035,35,6178,4451,NR 45 deg
URBR,OLLR,1,56830,1979,N2UNR035,35,7084,3484,NR 45 deg
RMDDL,"dBWMR4,dBWMR3",3,65288,5495,N2UNR035,35,6385,3196,NR 45 deg
URYDL,"AVER,RIBL",1,56529,1820,N2UNR035,35,3348,2361,NR in plane
IL1DR,"RIPR,dBWMR3,RMDDL",4,65291,3994,N2UNR035,35,6304,3094,NR 45 deg
URYDL,"AVER,RIBL",2,56527,1819,N2UNR035,35,3256,2460,NR in plane
RMEL,dBWMR5,1,60995,3921,N2UNR035,35,6299,3873,NR 45 deg
URYDL,AVER,1,56524,1817,N2UNR035,35,3470,2276,NR in plane
RIS,"AVKR,RMDR",1,59813,3422,N2UNR035,35,6678,2783,NR in plane
URYDL,IL1DL,2,56522,1816,N2UNR035,35,3596,1911,NR in plane
SMDVL,dBWML1,1,58219,2625,N2UNR035,35,4853,2220,NR in plane
IL1DL,"dBWML6,URADL,RIPL,dBWML1",8,450494,8900,N2UNR035,35,3999,2473,NR in plane
URYDL,SMDDR,3,58106,2543,N2UNR035,35,4607,2215,NR in plane
[SMDDR],"ASGL,ASJL",1,63349,4945,N2UNR035,35,2028,2954,NR in plane
SMDDL,dBWML1,1,58013,2503,N2UNR035,35,4797,2230,NR in plane
IL2R,OLQVR,3,62566,4597,N2UNR035,35,6236,4572,NR 45 deg
SMDDL,"SMDVR,RIAL",3,57937,2460,N2UNR036,36,5418,2084,NR in plane
IL1R,"dBWMR5,RMDVR",3,60465,1300,N2UNR036,36,6475,3759,NR 45 deg
CEPDL,"RIBL,URYDL",1,56521,1815,N2UNR036,36,3376,2347,NR in plane
RIAR,RMDVR,1,60473,3697,N2UNR036,36,6245,2853,NR in plane
RIS,"RMDR,AVKR",1,56417,1739,N2UNR036,36,6888,3579,NR 45 deg
RIAR,"RMDDL,RMDVR",2,60452,3686,N2UNR036,36,6284,2914,NR in plane
ADFR,AWAR,1,56320,1703,N2UNR036,36,7212,3472,NR 45 deg
RIAR,"RMDVR,RMDDL",2,60451,3685,N2UNR036,36,6101,2734,NR in plane
RMEL,dBWMR5,1,65134,5451,N2UNR036,36,6298,4009,NR 45 deg
RMDDR,dBWML2,5,60671,3733,N2UNR036,36,4081,2452,NR in plane
RIAL,"CEPDL,SMDDR",1,58127,2554,N2UNR036,36,3830,2241,NR in plane
SMDDL,"SMDVR,RIAR,RIAL",2,62977,4821,N2UNR036,36,5502,2161,NR in plane
SMDDL,dBWML1,1,58012,2502,N2UNR036,36,4836,2223,NR in plane
IL2L,"RIH,OLQDL",4,62548,4591,N2UNR036,36,3287,3208,NR 45 deg
RIAR,SMDVR,1,57968,2465,N2UNR036,36,5824,2273,NR in plane
IL1DR,"RIPR,RMDVR,dBWMR1",3,61263,3997,N2UNR036,36,5936,2755,NR in plane
SMDDL,dBWMR1,3,57964,2462,N2UNR036,36,5252,2261,NR in plane
RMEL,"dBWMR5,dBWMR5",1,65133,5448,N2UNR036,36,6316,3893,NR 45 deg
RMDDL,"RMDVR,dBWMR5",1,65214,5470,N2UNR037,37,6505,3735,NR 45 deg
IL2DR,"RIPR,IL1DR",3,61228,3996,N2UNR037,37,6092,2868,NR in plane
RIAR,"RMDVR,RMDDL",1,36714,1124,N2UNR037,37,6675,3530,NR 45 deg
RMEL,dBWMR5,1,60993,3921,N2UNR037,37,6339,3911,NR 45 deg
RIAR,"RMDVR,RMDDL",2,36715,1123,N2UNR037,37,6677,3473,NR 45 deg
RMEL,dBWMR5,1,65300,5493,N2UNR037,37,6305,4059,NR 45 deg
RIAL,RMDDR,2,60666,3781,N2UNR037,37,4207,2299,NR in plane
IL2R,URAVR,1,65301,5508,N2UNR037,37,6211,4210,NR 45 deg
RIAR,RMDVR,1,60469,3694,N2UNR037,37,6275,2894,NR in plane
RMDL,"RMDVR,RIAR",1,65215,5502,N2UNR037,37,6789,3743,NR 45 deg
RIAL,SMDDR,1,58126,2553,N2UNR037,37,3823,2250,NR in plane
OLLR,"AVEL,RIBR",1,64629,5274,N2UNR037,37,6702,4055,NR 45 deg
SMDDR,"RIS,RIBL",1,58123,2550,N2UNR037,37,4746,1903,NR in plane
OLLL,"RIBL,AVER",2,63861,5159,N2UNR037,37,3081,2754,NR in plane
SMDDL,dBWML1,1,58011,2501,N2UNR037,37,4882,2245,NR in plane
CEPDL,URYDL,1,62447,4544,N2UNR037,37,3388,2358,NR in plane
