EM series	continNum 	Location	pre  	post   	type    	sec-tions   	part-ner Num-ber	post1     	post2   	post3 	post4   
N2U	2364	NR 45 deg	SMBVR	vBWMR8	chemical	1	1	vBWMR8			
N2U	2365	NR 45 deg	SMBVR	vBWMR8	chemical	1	1	vBWMR8			
N2U	2366	NR 45 deg	DROP-unk	RMHR,AIBL	chemical	1	2	RMHR	AIBL		
N2U	2369	NR 45 deg	AIBL	AVAL,SAAVR,RIMR	chemical	1	3	AVAL	SAAVR	RIMR	
N2U	2370	NR 45 deg	SMBVR	vBWMR8	chemical	1	1	vBWMR8			
N2U	2371	NR 45 deg	SMBVR	dBWMR4	chemical	1	1	dBWMR4			
N2U	2374	NR 45 deg	RMDL	SMBVR,vBWMR4	chemical	1	2	SMBVR	vBWMR4		
N2U	2376	NR 45 deg	RMDL	SMBVR	chemical	1	1	SMBVR			
N2U	2379	NR 45 deg	SMBVR	RMDR	chemical	1	1	RMDR			
N2U	2441	NR 45 deg	SMDDL	RIML,RMDL	chemical	1	2	RIML	RMDL		
N2U	2442	NR 45 deg	SMDDL	RIML,dBWMR4	chemical	1	2	RIML	dBWMR4		
N2U	2447	NR 45 deg	AFDL	ASER,AIBL,ASEL,AWBL	chemical	1	4	ASER	AIBL	ASEL	AWBL
N2U	2486	NR 45 deg	AIBR	RIML,SMDDL	chemical	1	2	RIML	SMDDL		
N2U	2487	NR 45 deg	RICL	SMDDL,AVAR	chemical	1	2	SMDDL	AVAR		
N2U	2488	NR 45 deg	RIAR	SMDDL,SIAVL.	chemical	1	2	SMDDL	SIAVL		
N2U	2489	NR 45 deg	RIAR	SMDDL,SIAVL.	chemical	1	2	SMDDL	SIAVL		
N2U	2490	NR 45 deg	RIAR	SMDDL,SIAVL.	chemical	1	2	SMDDL	SIAVL		
N2U	2491	NR 45 deg	SMDDL	RIMR,SAAVR	chemical	1	2	RIMR	SAAVR		
N2U	2492	NR 45 deg	RIAR	SMDDL	chemical	1	1	SMDDL			
N2U	2566	NR 45 deg	RIML	SMDDR,RIMR	chemical	1	2	SMDDR	RIMR		
N2U	2567	NR 45 deg	RIVL	SMDDR	chemical	1	1	SMDDR			
N2U	2569	NR 45 deg	RIMR	SMDDR,SAAVL	chemical	1	2	SMDDR	SAAVL		
N2U	2570	NR 45 deg	AIBL	RIMR	chemical	1	1	RIMR			
N2U	2571	NR 45 deg	SMDDR	RMED,SMDVL	chemical	1	2	RMED	SMDVL		
N2U	2572	NR 45 deg	SMDDR	RMED,vBWMR2,vBWMR6	chemical	1	3	RMED	vBWMR2	vBWMR6	
N2U	2573	NR 45 deg	SMDDR	vBWMR2,vBWMR6	chemical	1	2	vBWMR2	vBWMR6		
N2U	2574	NR 45 deg	RIS	RMEV,SMDDR	chemical	1	2	RMEV	SMDDR		
N2U	2575	NR 45 deg	SMDDR	vBWMR2	chemical	1	1	vBWMR2			
N2U	2578	NR 45 deg	SMDVL	RIBR,SMDDR	chemical	1	2	RIBR	SMDDR		
N2U	2579	NR 45 deg	SAAVL	RMFR,RIMR,SMDDR	chemical	1	3	RMFR	RIMR	SMDDR	
N2U	2580	NR 45 deg	SAAVL	RIMR,SMDDR	chemical	1	2	RIMR	SMDDR		
N2U	2581	NR 45 deg	RIAL	SMDDR,SMDVL	chemical	1	2	SMDDR	SMDVL		
N2U	2582	NR 45 deg	RIML	SMDDR,RMFR	chemical	1	2	SMDDR	RMFR		
N2U	2583	NR 45 deg	SMDDR	RIVL	chemical	1	1	RIVL			
N2U	2631	NR 45 deg	ASIL	SAAVL,RIAL	chemical	1	2	SAAVL	RIAL		
N2U	2632	NR 45 deg	ASIL	SAAVL,RIAL	chemical	1	2	SAAVL	RIAL		
N2U	2636	NR 45 deg	SMBVL	vBWML6	chemical	1	1	vBWML6			
N2U	2637	NR 45 deg	RIAR	SIAVL.,RMDVR	chemical	1	2	SIAVL	RMDVR		
N2U	2638	NR 45 deg	SMBVL	vBWML6	chemical	1	1	vBWML6			
N2U	2639	NR 45 deg	SMBVL	vBWML6	chemical	1	1	vBWML6			
N2U	2642	NR 45 deg	SMBVL	RMDVR,vBWML6	chemical	1	2	RMDVR	vBWML6		
N2U	2643	NR 45 deg	IL1L	RMGL,URBL	chemical	1	2	RMGL	URBL		
N2U	2644	NR 45 deg	URBL	IL1L,URXL,RMHR	chemical	1	3	IL1L	URXL	RMHR	
N2U	2661	NR 45 deg	HSNR	HSNL	chemical	1	1	HSNL			
N2U	2662	NR 45 deg	HSNL	ADLR,RMGR	chemical	1	2	ADLR	RMGR		
N2U	2664	NR 45 deg	IL2R	AVER	chemical	1	1	AVER			
N2U	2665	NR 45 deg	AVER	RMGR	chemical	1	1	RMGR			
N2U	2667	NR 45 deg	ASHR	AVER,RMGR	chemical	1	2	AVER	RMGR		
N2U	2669	NR 45 deg	AVER	URXR	chemical	1	1	URXR			
N2U	2671	NR 45 deg	RMGR	RIR,ASHR	chemical	1	2	RIR	ASHR		
N2U	2672	NR 45 deg	ASHR	RMGR	chemical	1	1	RMGR			
N2U	2673	NR 45 deg	ASHR	AVER,RMGR	chemical	1	2	AVER	RMGR		
N2U	2674	NR 45 deg	RMGR	ALNR	chemical	1	1	ALNR			
N2U	2676	NR 45 deg	RMGR	AVBR	chemical	1	1	AVBR			
N2U	2677	NR 45 deg	RMGR	AVJL	chemical	1	1	AVJL			
N2U	2678	NR 45 deg	URXR	RMGR	chemical	1	1	RMGR			
N2U	2679	NR 45 deg	URXR	RMGR	chemical	1	1	RMGR			
N2U	2680	NR 45 deg	URXR	RMGR	chemical	1	1	RMGR			
N2U	2686	NR 45 deg	RMGR	RIGR	chemical	1	1	RIGR			
N2U	2687	NR 45 deg	RMGR	RIGR	chemical	1	1	RIGR			
N2U	2689	NR 45 deg	RMGR	dBWMR5	chemical	1	1	dBWMR5			
N2U	2690	NR 45 deg	RMGR	dBWMR5	chemical	1	1	dBWMR5			
N2U	2691	NR 45 deg	RMGR	dBWMR5	chemical	1	1	dBWMR5			
N2U	2703	NR 45 deg	AVEL	ALML,RMGL	chemical	1	2	ALML	RMGL		
N2U	2704	NR 45 deg	ALML	RICR,RMGL	chemical	1	2	RICR	RMGL		
N2U	2705	NR 45 deg	AVEL	RMGL	chemical	1	1	RMGL			
N2U	2706	NR 45 deg	RMGL	AVEL,URXL	chemical	1	2	AVEL	URXL		
N2U	2707	NR 45 deg	RMGL	AVEL,URXL	chemical	1	2	AVEL	URXL		
N2U	2708	NR 45 deg	RIR	ASHL,RMGL	chemical	1	2	ASHL	RMGL		
N2U	2710	NR 45 deg	ALNL	RMDDR,RMGL	chemical	1	2	RMDDR	RMGL		
N2U	2756	NR 45 deg	DVC	RMFR	chemical	1	1	RMFR			
N2U	2757	NR 45 deg	PVT	RMFR	chemical	1	1	RMFR			
N2U	2761	NR 45 deg	RMFR	RMDR,RMDL,AVKL	chemical	1	3	RMDR	RMDL	AVKL	
N2U	2769	NR 45 deg	RMFL	SAAVR,RIMR	chemical	1	2	SAAVR	RIMR		
N2U	2769	NR 45 deg	RMFL	RIMR	chemical	1	1	RIMR			
N2U	2782	NR 45 deg	RMHL	AVAR,RID,RICR	chemical	1	3	AVAR	RID	RICR	
N2U	2783	NR 45 deg	IL1VL	RMHL	chemical	1	1	RMHL			
N2U	2795	NR 45 deg	SDQR	vBWMR7	chemical	1	1	vBWMR7			
N2U	2801	NR 45 deg	URXR	RMDR	chemical	1	1	RMDR			
N2U	2804	NR 45 deg	SIADL	SMBDL,AVFR	chemical	1	2	SMBDL	AVFR		
N2U	2805	NR 45 deg	RMGR	ALMR,SIADL,RMDDL	chemical	1	3	ALMR	SIADL	RMDDL	
N2U	2806	NR 45 deg	CEPDR	URXR	chemical	1	1	URXR			
N2U	2807	NR 45 deg	URBR	URXR,SIADL	chemical	1	2	URXR	SIADL		
N2U	2809	NR 45 deg	CEPDR	URBR	chemical	1	1	URBR			
N2U	2809	NR 45 deg	RICR	RICL,CEPDR	chemical	1	2	RICL	CEPDR		
N2U	2811	NR 45 deg	SIADL	ALNR,RMDL	chemical	1	2	ALNR	RMDL		
N2U	2841	NR 45 deg	SIADR	IL1VR,AVAL	chemical	1	2	IL1VR	AVAL		
N2U	2842	NR 45 deg	IL2VR	SIADR	chemical	1	1	SIADR			
N2U	2843	NR 45 deg	SMBDR	SIADR	chemical	1	1	SIADR			
N2U	2853	NR 45 deg	AVBL	SDQL	chemical	1	1	SDQL			
N2U	2855	NR 45 deg	SDQL	AVBR,AVDL	chemical	1	2	AVBR	AVDL		
N2U	2857	NR 45 deg	PVCL	AVBR,AVDL	chemical	1	2	AVBR	AVDL		
N2U	2863	NR 45 deg	RIVR	SMDDL	chemical	1	1	SMDDL			
N2U	2864	NR 45 deg	RIAR	SIAVL.	chemical	1	1	SIAVL			
N2U	2865	NR 45 deg	RIAR	SIAVL.,RMDVR	chemical	1	2	SIAVL	RMDVR		
N2U	2867	NR 45 deg	RMDR	SIAVL.	chemical	1	1	SIAVL			
N2U	2875	NR 45 deg	SIAVL.	ADEL,IL2L	chemical	1	2	ADEL	IL2L		
N2U	2884	NR 45 deg	CEPVR	SIAVR	chemical	1	1	SIAVR			
N2U	2887	NR 45 deg	SIAVR	RMDL	chemical	1	1	RMDL			
N2U	2893	NR 45 deg	SMBVR	RIAR,SMBDR	chemical	1	2	RIAR	SMBDR		
N2U	2895	NR 45 deg	RIBR	RIAR	chemical	1	1	RIAR			
N2U	2896	NR 45 deg	URYVR	ADAR,SMBDR	chemical	1	2	ADAR	SMBDR		
N2U	2922	NR 45 deg	CEPDL	SMBDR	chemical	1	1	SMBDR			
N2U	2954	NR 45 deg	RICL	SMBDL,AVAR	chemical	1	2	SMBDL	AVAR		
N2U	2976	NR 45 deg	CEPDR	RICR	chemical	1	1	RICR			
N2U	2977	NR 45 deg	CEPDR	RICR	chemical	1	1	RICR			
N2U	2979	NR 45 deg	CEPDR	OLQDR	chemical	1	1	OLQDR			
N2U	2980	NR 45 deg	CEPDR	IL1DR,OLQDR	chemical	1	2	IL1DR	OLQDR		
N2U	2981	NR 45 deg	SMBDL	dBWMR4	chemical	1	1	dBWMR4			
N2U	3005	NR 45 deg	PVCR	PVCL,AVDL	chemical	1	2	PVCL	AVDL		
N2U	3007	NR 45 deg	ADLR	ADAR	chemical	1	1	ADAR			
N2U	3013	NR 45 deg	ADAL	AVBR	chemical	1	1	AVBR			
N2U	3022	NR 45 deg	AIMR	AVFL,HSNL	chemical	1	2	AVFL	HSNL		
N2U	3024	NR 45 deg	DVC	URAVL.	chemical	1	1	URAVL			
N2U	3030	NR 45 deg	ALML	AIML,seamL,AVEL	chemical	1	3	AIML	seamL	AVEL	
N2U	3031	NR 45 deg	AVFL	SMBVL,AIML	chemical	1	2	SMBVL	AIML		
N2U	3032	NR 45 deg	SMBVL	AIML,AVFL	chemical	1	2	AIML	AVFL		
N2U	3033	NR 45 deg	RMGL	AIML,ADLL	chemical	1	2	AIML	ADLL		
N2U	3043	NR 45 deg	SAADL	RIGL,RIML	chemical	1	2	RIGL	RIML		
N2U	3044	NR 45 deg	RIGL	AIBR	chemical	1	1	AIBR			
N2U	3045	NR 45 deg	VB01	RIML,AIBR	chemical	1	2	RIML	AIBR		
N2U	3046	NR 45 deg	AQR	AVBR,RIGL	chemical	1	2	AVBR	RIGL		
N2U	3047	NR 45 deg	RIML	AVBR,AIBR	chemical	1	2	AVBR	AIBR		
N2U	3048	NR 45 deg	AIBR	AVBR	chemical	1	1	AVBR			
N2U	3049	NR 45 deg	RIBL	BAGR,RIML	chemical	1	2	BAGR	RIML		
N2U	3050	NR 45 deg	RIBL	AVAL,BAGR	chemical	1	2	AVAL	BAGR		
N2U	3051	NR 45 deg	RIML	RIBL,AIBR	chemical	1	2	RIBL	AIBR		
N2U	3052	NR 45 deg	RIBL	AVAL,AVBR	chemical	1	2	AVAL	AVBR		
N2U	3053	NR 45 deg	AIBR	AVBR,RIML	chemical	1	2	AVBR	RIML		
N2U	3056	NR 45 deg	AVBR	AIBR	chemical	1	1	AIBR			
N2U	3057	NR 45 deg	RIML	RIBL,AVBR,AIBR	chemical	1	3	RIBL	AVBR	AIBR	
N2U	3058	NR 45 deg	RIML	AVAL,AVBR,RIBL	chemical	1	3	AVAL	AVBR	RIBL	
N2U	3059	NR 45 deg	RIML	RIBL,AIBR	chemical	1	2	RIBL	AIBR		
N2U	3060	NR 45 deg	RIML	AIBR	chemical	1	1	AIBR			
N2U	3062	NR 45 deg	RIML	AIBR	chemical	1	1	AIBR			
N2U	3063	NR 45 deg	RIML	RIBL,AIBR	chemical	1	2	RIBL	AIBR		
N2U	3064	NR 45 deg	RIML	RIBL	chemical	1	1	RIBL			
N2U	3065	NR 45 deg	SAAVR	AVAR	chemical	1	1	AVAR			
N2U	3066	NR 45 deg	SAAVR	AVAR	chemical	1	1	AVAR			
N2U	3067	NR 45 deg	AIBR	RIML	chemical	1	1	RIML			
N2U	3069	NR 45 deg	RIML	RIBL,AIBR	chemical	1	2	RIBL	AIBR		
N2U	3070	NR 45 deg	SAAVR	RIML,AIBR,AVAR	chemical	1	3	RIML	AIBR	AVAR	
N2U	3071	NR 45 deg	AIBR	RIBL	chemical	1	1	RIBL			
N2U	3114	NR 45 deg	AIMR	AIAR,HSNL	chemical	1	2	AIAR	HSNL		
N2U	3115	NR 45 deg	AIMR	AVFR	chemical	1	1	AVFR			
N2U	3133	NR 45 deg	CEPDR	RICL	chemical	1	1	RICL			
N2U	3142	NR 45 deg	ASEL	AWCR,AIBR,AWCR	chemical	1	3	AWCR	AIBR	AWCR	
N2U	3143	NR 45 deg	SAADL	OLLR,RIMR	chemical	1	2	OLLR	RIMR		
N2U	3145	NR 45 deg	AUAR	AINL	chemical	1	1	AINL			
N2U	3148	NR 45 deg	AINL	AFDR,CEPshVR	chemical	1	2	AFDR	CEPshVR		
N2U	3149	NR 45 deg	BAGL	RIBR,AINL	chemical	1	2	RIBR	AINL		
N2U	3150	NR 45 deg	AINL	AUAR	chemical	1	1	AUAR			
N2U	3153	NR 45 deg	RIBR	AINL	chemical	1	1	AINL			
N2U	3154	NR 45 deg	AINL	BAGL,RIBR	chemical	1	2	BAGL	RIBR		
N2U	3160	NR 45 deg	AINR	BAGR	chemical	1	1	BAGR			
N2U	3161	NR 45 deg	RIR	ADFL	chemical	1	1	ADFL			
N2U	3162	NR 45 deg	BAGR	RIBL,RIAL	chemical	1	2	RIBL	RIAL		
N2U	3163	NR 45 deg	BAGR	RIBL,RIAL	chemical	1	2	RIBL	RIAL		
N2U	3164	NR 45 deg	AINR	BAGR,RIBL	chemical	1	2	BAGR	RIBL		
N2U	3165	NR 45 deg	AINR	BAGR,RIBL	chemical	1	2	BAGR	RIBL		
N2U	3181	NR 45 deg	ASEL	AIYL,AWCL	chemical	1	2	AIYL	AWCL		
N2U	3183	NR 45 deg	AWCL	AIBL,AIYL	chemical	1	2	AIBL	AIYL		
N2U	3184	NR 45 deg	ASEL	AIYL	chemical	1	1	AIYL			
N2U	3185	NR 45 deg	ASEL	AIYL	chemical	1	1	AIYL			
N2U	3187	NR 45 deg	ASER	AIYL,AFDL	chemical	1	2	AIYL	AFDL		
N2U	3188	NR 45 deg	AIYL	AIZL	chemical	1	1	AIZL			
N2U	3189	NR 45 deg	AIYL	AIZL	chemical	1	1	AIZL			
N2U	3190	NR 45 deg	AIYL	AIZL,HSNR	chemical	1	2	AIZL	HSNR		
N2U	3214	NR 45 deg	ALML	ALML	chemical	1	1	ALML			
N2U	3215	NR 45 deg	ASHL	AVBL,RIPL	chemical	1	2	AVBL	RIPL		
N2U	3216	NR 45 deg	ADLL	AVBL,RIPL	chemical	1	2	AVBL	RIPL		
N2U	3217	NR 45 deg	ADLL	AVBL,RIPL	chemical	1	2	AVBL	RIPL		
N2U	3218	NR 45 deg	ADLL	RIPL,OLQVL	chemical	1	2	RIPL	OLQVL		
N2U	3219	NR 45 deg	ADAL	URAVL.,RIPL	chemical	1	2	URAVL	RIPL		
N2U	3223	NR 45 deg	RICL	CEPVL,OLQVL	chemical	1	2	CEPVL	OLQVL		
N2U	3229	NR 45 deg	SAAVR	SMDDL,RIMR	chemical	1	2	SMDDL	RIMR		
N2U	3230	NR 45 deg	SAAVR	RIAR,ASIR	chemical	1	2	RIAR	ASIR		
N2U	3234	NR 45 deg	SAAVR	AVAR,SMDDL	chemical	1	2	AVAR	SMDDL		
N2U	3243	NR 45 deg	AWCR	AIYR,AIBR	chemical	1	2	AIYR	AIBR		
N2U	3246	NR 45 deg	ASEL	AIYR	chemical	1	1	AIYR			
N2U	3247	NR 45 deg	ASER	AIYR,AWAR	chemical	1	2	AIYR	AWAR		
N2U	3250	NR 45 deg	ASER	AIYR	chemical	1	1	AIYR			
N2U	3251	NR 45 deg	ASEL	AIYR	chemical	1	1	AIYR			
N2U	3253	NR 45 deg	CEPshDR	AVAR	chemical	1	1	AVAR			
N2U	3257	NR 45 deg	ASER	AIYR	chemical	1	1	AIYR			
N2U	3258	NR 45 deg	ASEL	AIYR,AIBR	chemical	1	2	AIYR	AIBR		
N2U	3261	NR 45 deg	AFDR	AIYR	chemical	1	1	AIYR			
N2U	3262	NR 45 deg	ASEL	AIYR	chemical	1	1	AIYR			
N2U	3263	NR 45 deg	ASEL	AIYR	chemical	1	1	AIYR			
N2U	3265	NR 45 deg	ASGR	AIYR	chemical	1	1	AIYR			
N2U	3266	NR 45 deg	AWAR	AIYR	chemical	1	1	AIYR			
N2U	3267	NR 45 deg	AFDR	AIYR	chemical	1	1	AIYR			
N2U	3268	NR 45 deg	AIYR	AWBR,AIZR	chemical	1	2	AWBR	AIZR		
N2U	3284	NR 45 deg	SAAVR	AVBL	chemical	1	1	AVBL			
N2U	3296	NR 45 deg	AIYR	RIBR,RIVR,BAGR	chemical	1	3	RIBR	RIVR	BAGR	
N2U	3342	NR 45 deg	AWAL	AWBL,AIZL	chemical	1	2	AWBL	AIZL		
N2U	3343	NR 45 deg	AWAL	AIZL	chemical	1	1	AIZL			
N2U	3344	NR 45 deg	ASER	AIZL	chemical	1	1	AIZL			
N2U	3345	NR 45 deg	AIZL	AFDL	chemical	1	1	AFDL			
N2U	3346	NR 45 deg	AWBL	ADFL	chemical	1	1	ADFL			
N2U	3348	NR 45 deg	RIGL	RIR,AIZL	chemical	1	2	RIR	AIZL		
N2U	3349	NR 45 deg	RIS	RIML,SMDDR	chemical	1	2	RIML	SMDDR		
N2U	3350	NR 45 deg	URYVL	RIS,RIBL	chemical	1	2	RIS	RIBL		
N2U	3354	NR 45 deg	AWBL	AIZL,AIYL	chemical	1	2	AIZL	AIYL		
N2U	3355	NR 45 deg	AWAL	AIZL,ASEL	chemical	1	2	AIZL	ASEL		
N2U	3358	NR 45 deg	HSNL	AIZL,AIAL	chemical	1	2	AIZL	AIAL		
N2U	3359	NR 45 deg	ASHL	AIZL,ADFL,HSNL	chemical	1	3	AIZL	ADFL	HSNL	
N2U	3368	NR 45 deg	RIS	RIML,AVKL	chemical	1	2	RIML	AVKL		
N2U	3378	NR 45 deg	RIBL	RIS,CEPVL,AVER	chemical	1	3	RIS	CEPVL	AVER	
N2U	3378	NR 45 deg	RIBL	RIS,CEPVL,AVER	chemical	1	3	RIS	CEPVL	AVER	
N2U	3386	NR 45 deg	CEPVL	RMDDL,AVER	chemical	1	2	RMDDL	AVER		
N2U	3392	NR 45 deg	CEPVR	AVEL,OLLR	chemical	1	2	AVEL	OLLR		
N2U	3394	NR 45 deg	RIS	CEPVL,AVER	chemical	1	2	CEPVL	AVER		
N2U	3407	NR 45 deg	RIS	RMDR,AVKR	chemical	1	2	RMDR	AVKR		
N2U	3411	NR 45 deg	AWAR	AIZR	chemical	1	1	AIZR			
N2U	3412	NR 45 deg	RIS	RMDR,AVKR,AVL.	chemical	1	3	RMDR	AVKR	AVL	
N2U	3413	NR 45 deg	AWAR	ASER	chemical	1	1	ASER			
N2U	3414	NR 45 deg	RMDR	AVKR,RIS	chemical	1	2	AVKR	RIS		
N2U	3416	NR 45 deg	RIS	RIBR	chemical	1	1	RIBR			
N2U	3417	NR 45 deg	RMDL	RIS,RIBR	chemical	1	2	RIS	RIBR		
N2U	3418	NR 45 deg	AWAR	AFDR,AIZR	chemical	1	2	AFDR	AIZR		
N2U	3421	NR 45 deg	RIR	AIZR	chemical	1	1	AIZR			
N2U	3423	NR 45 deg	RIS	RIBR,AVEL	chemical	1	2	RIBR	AVEL		
N2U	3432	NR 45 deg	RIR	AIZL	chemical	1	1	AIZL			
N2U	3433	NR 45 deg	RIR	RIAL,AIZL	chemical	1	2	RIAL	AIZL		
N2U	3435	NR 45 deg	RIGL	RIR,AIZL,DVA	chemical	1	3	RIR	AIZL	DVA	
N2U	3436	NR 45 deg	AVHR	RIR,PVPL	chemical	1	2	RIR	PVPL		
N2U	3437	NR 45 deg	DVA	URXL,RIR	chemical	1	2	URXL	RIR		
N2U	3441	NR 45 deg	RIAL	RIR,AQR	chemical	1	2	RIR	AQR		
N2U	3457	NR 45 deg	RIH	AIZR,RIAR	chemical	1	2	AIZR	RIAR		
N2U	3461	NR 45 deg	RIBR	BAGL,RIAR	chemical	1	2	BAGL	RIAR		
N2U	3465	NR 45 deg	RIR	URXR,DVA	chemical	1	2	URXR	DVA		
N2U	3467	NR 45 deg	AQR	RIR,DVA	chemical	1	2	RIR	DVA		
N2U	3468	NR 45 deg	DVA	AQR,RIR	chemical	1	2	AQR	RIR		
N2U	3469	NR 45 deg	RIR	PVPR,AQR	chemical	1	2	PVPR	AQR		
N2U	3472	NR 45 deg	AWBR	RIR,AIMR	chemical	1	2	RIR	AIMR		
N2U	3474	NR 45 deg	RIR	AIMR,AWBR	chemical	1	2	AIMR	AWBR		
N2U	3504	NR 45 deg	AINL	RMDVL,SAAVL	chemical	1	2	RMDVL	SAAVL		
N2U	3510	NR 45 deg	ALA	RMDR,AVER	chemical	1	2	RMDR	AVER		
N2U	3515	NR 45 deg	ALA	AVER,RMDR	chemical	1	2	AVER	RMDR		
N2U	3516	NR 45 deg	ALA	AVER	chemical	1	1	AVER			
N2U	3518	NR 45 deg	SAAVL	RMFR,RIMR,AIBL	chemical	1	3	RMFR	RIMR	AIBL	
N2U	3524	NR 45 deg	SAAVL	AVAL	chemical	1	1	AVAL			
N2U	3549	NR 45 deg	AQR	RIAL,DROP-unk	chemical	1	2	RIAL	DROP-unk		
N2U	3556	NR 45 deg	AQR	RIAL	chemical	1	1	RIAL			
N2U	3560	NR 45 deg	RIAL	RIR,AQR	chemical	1	2	RIR	AQR		
N2U	3561	NR 45 deg	AQR	BAGR	chemical	1	1	BAGR			
N2U	3562	NR 45 deg	PVPL	RIGL,AQR	chemical	1	2	RIGL	AQR		
N2U	3563	NR 45 deg	AQR	AVAL	chemical	1	1	AVAL			
N2U	3564	NR 45 deg	AIBR	AQR,DVA	chemical	1	2	AQR	DVA		
N2U	3565	NR 45 deg	AQR	AVAL	chemical	1	1	AVAL			
N2U	3569	NR 45 deg	BAGL	RIAR,RIBR	chemical	1	2	RIAR	RIBR		
N2U	3572	NR 45 deg	RMFL	PVT,AVKL,DVC	chemical	1	3	PVT	AVKL	DVC	
N2U	3573	NR 45 deg	DVA	AQR,PVPR	chemical	1	2	AQR	PVPR		
N2U	3574	NR 45 deg	DVA	AQR	chemical	1	1	AQR			
N2U	3575	NR 45 deg	AQR	PVPR,AVBL	chemical	1	2	PVPR	AVBL		
N2U	3576	NR 45 deg	PVPR	AQR	chemical	1	1	AQR			
N2U	3577	NR 45 deg	AQR	RIAR	chemical	1	1	RIAR			
N2U	3578	NR 45 deg	AQR	RIAR	chemical	1	1	RIAR			
N2U	3580	NR 45 deg	AQR	BAGL	chemical	1	1	BAGL			
N2U	3581	NR 45 deg	DVC	RMFR,RIGR	chemical	1	2	RMFR	RIGR		
N2U	3587	NR 45 deg	AQR	BAGL	chemical	1	1	BAGL			
N2U	3593	NR 45 deg	RIGR	RMHL,ALNR	chemical	1	2	RMHL	ALNR		
N2U	3599	NR 45 deg	AVFR	AVBR	chemical	1	1	AVBR			
N2U	3600	NR 45 deg	AVFR	ASHR,AVBR	chemical	1	2	ASHR	AVBR		
N2U	3602	NR 45 deg	SMDDR	SMDVL,ALNR	chemical	1	2	SMDVL	ALNR		
N2U	3603	NR 45 deg	SMDDR	SMDVL,ALNR	chemical	1	2	SMDVL	ALNR		
N2U	3604	NR 45 deg	SAADL	RIML,AVAL	chemical	1	2	RIML	AVAL		
N2U	3616	NR 45 deg	RMHR	RMER,dBWML3	chemical	1	2	RMER	dBWML3		
N2U	3617	NR 45 deg	RIVR	RMDR,RMHR	chemical	1	2	RMDR	RMHR		
N2U	3618	NR 45 deg	AVKR	RMHR,RMDL	chemical	1	2	RMHR	RMDL		
N2U	3621	NR 45 deg	URBL	URBL,RMHR	chemical	1	2	URBL	RMHR		
N2U	3623	NR 45 deg	RMHR	RMGL,RMDR	chemical	1	2	RMGL	RMDR		
N2U	3624	NR 45 deg	RMGL	vBWML5	chemical	1	1	vBWML5			
N2U	3625	NR 45 deg	RMGL	vBWML5	chemical	1	1	vBWML5			
N2U	3626	NR 45 deg	CEPVL	RMHR,vBWML5	chemical	1	2	RMHR	vBWML5		
N2U	3631	NR 45 deg	CEPDR	IL1DR,OLQDR	chemical	1	2	IL1DR	OLQDR		
N2U	3639	NR 45 deg	ASEL	AIBL	chemical	1	1	AIBL			
N2U	3640	NR 45 deg	IL1DR	RMDVR,dBWMR1	chemical	1	2	RMDVR	dBWMR1		
N2U	3643	NR 45 deg	RIAR	RMDVR,RMDDL	chemical	1	2	RMDVR	RMDDL		
N2U	3644	NR 45 deg	RMDVR	vBWMR3	chemical	1	1	vBWMR3			
N2U	3646	NR 45 deg	RIAL	obj25486	chemical	1	1	obj25486			
N2U	3647	NR 45 deg	RMDVR	RMDDL,vBWML2	chemical	1	2	RMDDL	vBWML2		
N2U	3648	NR 45 deg	IL1VL	vBWML2,RMDDL	chemical	1	2	vBWML2	RMDDL		
N2U	3650	NR 45 deg	RMDVR	AVAR	chemical	1	1	AVAR			
N2U	3651	NR 45 deg	RMDVR	RMDDL,vBWML2	chemical	1	2	RMDDL	vBWML2		
N2U	3652	NR 45 deg	RIAR	RMDR,RMDVR	chemical	1	2	RMDR	RMDVR		
N2U	3655	NR 45 deg	RMDVR	RIAR	chemical	1	1	RIAR			
N2U	3656	NR 45 deg	RIAL	RMDVR,RMDDL	chemical	1	2	RMDVR	RMDDL		
N2U	3657	NR 45 deg	RMDVL	vBWMR6	chemical	1	1	vBWMR6			
N2U	3660	NR 45 deg	RMDVR	RMDDL,vBWML2	chemical	1	2	RMDDL	vBWML2		
N2U	3667	NR 45 deg	RIAL	RMDVR,RMDDL	chemical	1	2	RMDVR	RMDDL		
N2U	3672	NR 45 deg	ASER	AWCR	chemical	1	1	AWCR			
N2U	3676	NR 45 deg	RMGR	RMDL,RMDVR	chemical	1	2	RMDL	RMDVR		
N2U	3692	NR 45 deg	RIAL	RMDVR	chemical	1	1	RMDVR			
N2U	3698	NR 45 deg	RIBR	OLLR,RMDVR,AVEL	chemical	1	3	OLLR	RMDVR	AVEL	
N2U	3699	NR 45 deg	IL1R	dBWMR5,RMDVR	chemical	1	2	dBWMR5	RMDVR		
N2U	3700	NR 45 deg	IL1R	dBWMR5,RMDVR	chemical	1	2	dBWMR5	RMDVR		
N2U	3722	NR 45 deg	ASER	ASHR	chemical	1	1	ASHR			
N2U	3736	NR 45 deg	ASER	ASHR	chemical	1	1	ASHR			
N2U	3738	NR 45 deg	ADEL	OLLL	chemical	1	1	OLLL			
N2U	3744	NR 45 deg	URYVR	IL1VR,RMDDR	chemical	1	2	IL1VR	RMDDR		
N2U	3745	NR 45 deg	IL1VR	OLLR,RMDDR	chemical	1	2	OLLR	RMDDR		
