contin Number	EM series	Location	pre	post   	type    	sections   	partner Number	post1     	post2   	post3 	post4   
3876	N2Y		R6AL	R7AL,R6AL	chemical	2	2	R7AL	R6AL		
3873	N2Y		R6AL	[cdlL/polL/vBWML21],R7AL	chemical	2	2	[cdlL/polL/vBWML21]	R7AL		
3866	N2Y		R6AL	R7AL,R5AL	chemical	2	2	R7AL	R5AL		
3862	N2Y		R6AL	R7AL,cdlL	chemical	2	2	R7AL	cdlL		
3859	N2Y		R7BL	R6AL	chemical	2	1	R6AL			
3850	N2Y		R4AL	polL	chemical	2	1	polL			
3846	N2Y		R4AL	R2AL,R6AL	chemical	2	2	R2AL	R6AL		
3844	N2Y		R4BL	R3AL	chemical	2	1	R3AL			
3841	N2Y		R5AL	polL	chemical	2	1	polL			
3837	N2Y		R5AL	unk[5094]	chemical	2	1	unk[5094]			
3828	N2Y		R5BL	cdlL	chemical	2	1	cdlL			
3818	N2Y		R5BL	R5AL,R7AL	chemical	2	2	R5AL	R7AL		
3814	N2Y		R1BL	R6BL,R3BL	chemical	2	2	R6BL	R3BL		
3812	N2Y		R6BL	R5AL,R3BL	chemical	2	2	R5AL	R3BL		
3810	N2Y		R3BL	R6BL,R5AL	chemical	2	2	R6BL	R5AL		
3808	N2Y		R3BL	R3AL	chemical	2	1	R3AL			
3798	N2Y		R3BL	R6BL,R5BL	chemical	2	2	R6BL	R5BL		
3795	N2Y		R3BL	dglL6	chemical	2	1	dglL6			
3786	N2Y		R4BL	R3AL	chemical	2	1	R3AL			
3785	N2Y		R4BL	R3AL	chemical	2	1	R3AL			
3779	N2Y		R7AL	R3AL	chemical	2	1	R3AL			
3778	N2Y		R7AL	R3AL	chemical	2	1	R3AL			
3777	N2Y		unk4816	R3AL	chemical	2	1	R3AL			
3774	N2Y		unk4816	R3AL	chemical	2	1	R3AL			
3773	N2Y		R3BL	R3AL	chemical	2	1	R3AL			
3758	N2Y		R2BL	R3AL	chemical	2	1	R3AL			
3757	N2Y		R2BL	R3AL	chemical	2	1	R3AL			
3756	N2Y		R2BL	R3AL,R6AL	chemical	2	2	R3AL	R6AL		
3753	N2Y		R2BL	R7AL,R3AL,R6BL	chemical	2	3	R7AL	R3AL	R6BL	
3752	N2Y		R2BL	R4AL,R1AL,R1BL	chemical	2	3	R4AL	R1AL	R1BL	
3751	N2Y		R3BL	R1AL,R4AL	chemical	2	2	R1AL	R4AL		
3749	N2Y		R4AL	polL	chemical	2	1	polL			
3746	N2Y		R1BL	R1AL,hyp	chemical	2	2	R1AL	hyp		
3744	N2Y		R2AL	R4AL	chemical	2	1	R4AL			
3743	N2Y		R2AL	R4AL	chemical	2	1	R4AL			
3742	N2Y		R2AL	R4AL	chemical	2	1	R4AL			
3738	N2Y		R3AL	R2AL	chemical	2	1	R2AL			
3731	N2Y		R4AL	R6AL,R2AL	chemical	2	2	R6AL	R2AL		
3725	N2Y		R4AL	R1AL	chemical	2	1	R1AL			
3716	N2Y		R3AL	R1AL	chemical	2	1	R1AL			
3714	N2Y		R3AL	R1AL	chemical	2	1	R1AL			
3708	N2Y		R3BR	unk807[RnBR],unk228[EFn]	chemical	2	2	unk807[RnBR]	unk228[EFn]		
3703	N2Y		VD12	[vBWMR21]	chemical	2	1	[vBWMR21]			
3702	N2Y		VD12	[vBWMR21]	chemical	2	1	[vBWMR21]			
3698	N2Y		VD12	ailR	chemical	2	1	ailR			
3671	N2Y		VD13	[vBWML22],[vBWMR23]	chemical	2	2	[vBWML22]	[vBWMR23]		
3670	N2Y		VD13	[vBWMR23]	chemical	2	1	[vBWMR23]			
3666	N2Y		VD13	[vBWML22]	chemical	2	1	[vBWML22]			
3660	N2Y		VA11	unk4985	chemical	2	1	unk4985			
3656	N2Y		VB09	VB10,dglR2	chemical	2	2	VB10	dglR2		
3652	N2Y		AVAL	PVCL,DA08	chemical	2	2	PVCL	DA08		
3646	N2Y		VD11	vBWMR21	chemical	2	1	vBWMR21			
3644	N2Y		VD11	[vBWMR22],VB10	chemical	2	2	[vBWMR22]	VB10		
3640	N2Y		VD11	[vBWML22]	chemical	2	1	[vBWML22]			
3632	N2Y		VD11	dglL1,VB10	chemical	2	2	dglL1	VB10		
3620	N2Y		AVKR	ailL	chemical	2	1	ailL			
3612	N2Y		VA12	DA09	chemical	2	1	DA09			
3606	N2Y		VA12	VD13,[vBWMR23]	chemical	2	2	VD13	[vBWMR23]		
3598	N2Y		VD13	DB07,VA12	chemical	2	2	DB07	VA12		
3597	N2Y		VA12	ailR,VD12,DA08	chemical	2	3	ailR	VD12	DA08	
3595	N2Y		VB10	vBWML22,VA12	chemical	2	2	vBWML22	VA12		
3593	N2Y		VA11	VA12,VD12,[vBWML22],VB10	chemical	2	4	VA12	VD12	[vBWML22]	VB10
3583	N2Y		VB11	ailR	chemical	2	1	ailR			
3581	N2Y		VB11	ailR	chemical	2	1	ailR			
3574	N2Y		VB11	PVV,DD06,[vBWML22],[vBWMR23]	chemical	2	4	PVV	DD06	[vBWML22]	[vBWMR23]
3563	N2Y		VB11	vBWMR23	chemical	2	1	vBWMR23			
3562	N2Y		VB11	[vBWMR23]	chemical	2	1	[vBWMR23]			
3558	N2Y		PDEL	DVA,ailR	chemical	2	2	DVA	ailR		
3557	N2Y		DVA	PDEL,DB06	chemical	2	2	PDEL	DB06		
3555	N2Y		AVKL	ailR	chemical	2	1	ailR			
3548	N2Y		DVB	[AVL],PVU	chemical	2	2	[AVL]	PVU		
3546	N2Y		PDER	AVKL,PVR ,VD12	chemical	2	3	AVKL	PVR 	VD12	
3543	N2Y		PDER	DVA,AVKL,PDER	chemical	2	3	DVA	AVKL	PDER	
3536	N2Y		AVKL	VB10,ailR	chemical	2	2	VB10	ailR		
3535	N2Y		VB10	vBWMR23,VB08	chemical	2	2	vBWMR23	VB08		
3533	N2Y		VB10	[vBWMR21]	chemical	2	1	[vBWMR21]			
3532	N2Y		VB10	[vBWML22]	chemical	2	1	[vBWML22]			
3529	N2Y		VB10	[vBWML22]	chemical	2	1	[vBWML22]			
3527	N2Y		VB10	[vBWML22]	chemical	2	1	[vBWML22]			
3523	N2Y		VB10	VA11,[vBWML22],PVY	chemical	2	3	VA11	[vBWML22]	PVY	
3518	N2Y		VB09	VB10,[vBWML21]	chemical	2	2	VB10	[vBWML21]		
3516	N2Y		VB09	VB10,VD11	chemical	2	2	VB10	VD11		
3508	N2Y		CP05	[vBWML22]	chemical	2	1	[vBWML22]			
3507	N2Y		CP05	[vBWML22],CA05	chemical	2	2	[vBWML22]	CA05		
3506	N2Y		CP05	vBWML22,[CP01]	chemical	2	2	vBWML22	[CP01]		
3504	N2Y		HOB	[CP01],CP05	chemical	2	2	[CP01]	CP05		
3498	N2Y		PHCL	PCBL,[CP02]	chemical	2	2	PCBL	[CP02]		
3495	N2Y		PHCL	R8AL,[CP03]	chemical	2	2	R8AL	[CP03]		
3493	N2Y		[CP02]	intL,[CP03]	chemical	2	2	intL	[CP03]		
3488	N2Y		[CP03]	ailL,[CP04]	chemical	2	2	ailL	[CP04]		
3483	N2Y		CA06	[CP02],[CP03],[CP04]	chemical	2	3	[CP02]	[CP03]	[CP04]	
3481	N2Y		[CP02]	[CP03],vBWMR21,[vBWML22]	chemical	2	3	[CP03]	vBWMR21	[vBWML22]	
3480	N2Y		[CP03]	vBWMR21,[CP02]	chemical	2	2	vBWMR21	[CP02]		
3477	N2Y		[CP03]	[vBWMR21],SPDR	chemical	2	2	[vBWMR21]	SPDR		
3474	N2Y		[CP03]	[vBWML21]	chemical	2	1	[vBWML21]			
3472	N2Y		CP06	gonad,PCCL	chemical	2	2	gonad	PCCL		
3470	N2Y		CP06	gonad	chemical	2	1	gonad			
3466	N2Y		CP06	ailL,[CP04]	chemical	2	2	ailL	[CP04]		
3465	N2Y		CP06	ailL	chemical	2	1	ailL			
3464	N2Y		CP06	[CP01],intR,ailL,[CP03]	chemical	2	4	[CP01]	intR	ailL	[CP03]
3461	N2Y		CP06	gonad,CP05	chemical	2	2	gonad	CP05		
3459	N2Y		[CP01]	ailL,[CP03]	chemical	2	2	ailL	[CP03]		
3457	N2Y		[CP01]	ailR,CA05	chemical	2	2	ailR	CA05		
3456	N2Y		[CP01]	ailR,CA06	chemical	2	2	ailR	CA06		
3449	N2Y		AVAL	VA11,AS11,R3AL	chemical	2	3	VA11	AS11	R3AL	
3448	N2Y		AVAL	VA11,AS11	chemical	2	2	VA11	AS11		
3445	N2Y		AVAL	VA11,AS11	chemical	2	2	VA11	AS11		
3442	N2Y		AVAL	AS11,DA09,VA11,AVAR	chemical	2	4	AS11	DA09	VA11	AVAR
3441	N2Y		AVAL	AS11,unk3367,AVAR,VA11	chemical	2	4	AS11	unk3367	AVAR	VA11
3440	N2Y		PVV	AVAL,R1AL	chemical	2	2	AVAL	R1AL		
3432	N2Y		AVAL	AS11,VA11	chemical	2	2	AS11	VA11		
3431	N2Y		AVAL	AS11,VA11	chemical	2	2	AS11	VA11		
3423	N2Y		AVAL	VA10,VB06,AS10	chemical	2	3	VA10	VB06	AS10	
3418	N2Y		[CP01]	vBWMR21,[CP02]	chemical	2	2	vBWMR21	[CP02]		
3417	N2Y		[CP02]	[CP01],vBWMR21	chemical	2	2	[CP01]	vBWMR21		
3415	N2Y		AVAL	DA07,VA10	chemical	2	2	DA07	VA10		
3412	N2Y		R7AR	PGA	chemical	2	1	PGA			
3411	N2Y		DX3	R3BR,EF3,PDB	chemical	2	3	R3BR	EF3	PDB	
3410	N2Y		DX3	EF3,R3BR	chemical	2	2	EF3	R3BR		
3405	N2Y		DX3	PCAL	chemical	2	1	PCAL			
3402	N2Y		SPCL	CA06,DX3	chemical	2	2	CA06	DX3		
3401	N2Y		DX2	PVV	chemical	2	1	PVV			
3397	N2Y		DX2	R3BL,HOA	chemical	2	2	R3BL	HOA		
3395	N2Y		DX2	PVV,PCAR	chemical	2	2	PVV	PCAR		
3379	N2Y		DX1	HOA,PCAL	chemical	2	2	HOA	PCAL		
3378	N2Y		DX1	PCAL	chemical	2	1	PCAL			
3377	N2Y		DX1	PCAL,unk2581[EFn]	chemical	2	2	PCAL	unk2581[EFn]		
3373	N2Y		DVF	PVQR,AVHL	chemical	2	2	PVQR	AN1a		
3369	N2Y		DVF	VD12,CP08	chemical	2	2	VD12	CP08		
3363	N2Y		PHBR	PVQR,DVE,AVG	chemical	2	3	PVQR	DVE	AVG	
3361	N2Y		DVE	PCAL	chemical	2	1	PCAL			
3360	N2Y		[CA04]	R4AR	chemical	2	1	R4AR			
3358	N2Y		DVF	CP06	chemical	2	1	CP06			
3351	N2Y		DVF	SPCL,HOB	chemical	2	2	SPCL	HOB		
3349	N2Y		DVE	EF3,CP05	chemical	2	2	EF3	CP05		
3346	N2Y		DVE	DVF,[AVL]	chemical	2	2	DVF	[AVL]		
3345	N2Y		[CP02]	DVF,[CP03]	chemical	2	2	DVF	[CP03]		
3341	N2Y		PVNR	[AVL],DVE	chemical	2	2	[AVL]	DVE		
3338	N2Y		PVNR	AVFR,PVY	chemical	2	2	AN3b	PVY		
3337	N2Y		PVNR	PVS,[AVL]	chemical	2	2	PVS	[AVL]		
3333	N2Y		PDEL	PVR ,DVA	chemical	2	2	PVR 	DVA		
3329	N2Y		VA12	PVCR,DB07,DA08	chemical	2	3	PVCR	DB07	DA08	
3324	N2Y		PVCR	VB11,DB06	chemical	2	2	VB11	DB06		
3319	N2Y		PQR	PVWL	chemical	2	1	PVWL			
3315	N2Y		PQR	PVU,PVNR	chemical	2	2	PVU	PVNR		
3306	N2Y		VA12	DB07,PVCL	chemical	2	2	DB07	PVCL		
3301	N2Y		VA12	VB10,DB07,PVCL	chemical	2	3	VB10	DB07	PVCL	
3299	N2Y		PHBR	PDB	chemical	2	1	PDB			
3290	N2Y		PHAR	EF1,PHBR	chemical	2	2	EF1	PHBR		
3278	N2Y		PCAR	PVY,PCBR,CA06,CA05,HOB	chemical	2	5	PVY	PCBR	CA06	CA05
3267	N2Y		PCCR	gonad	chemical	2	1	gonad			
3263	N2Y		CA06	PCAR,PCBR	chemical	2	2	PCAR	PCBR		
3262	N2Y		PCAR	PCBR,CA06	chemical	2	2	PCBR	CA06		
3257	N2Y		PCCR	gonad	chemical	2	1	gonad			
3244	N2Y		PCBR	PCCR,CA06	chemical	2	2	PCCR	CA06		
3234	N2Y		PCCL	SPCR,CP06	chemical	2	2	SPCR	CP06		
3233	N2Y		SPCL	PCCL	chemical	2	1	PCCL			
3229	N2Y		PCCL	gonad	chemical	2	1	gonad			
3225	N2Y		PCCL	gonad	chemical	2	1	gonad			
3220	N2Y		CA05	SPCL,PCCL	chemical	2	2	SPCL	PCCL		
3212	N2Y		PCAL	[CP01],[CP02]	chemical	2	2	[CP01]	[CP02]		
3203	N2Y		PCCL	gonad	chemical	2	1	gonad			
3180	N2Y		PCBL	PCCL,[CP03],R2BL	chemical	2	3	PCCL	[CP03]	R2BL	
3177	N2Y		SPCL	PCBL,CA06	chemical	2	2	PCBL	CA06		
3176	N2Y		SPCL	CP06,CP05,gonad	chemical	2	3	CP06	CP05	gonad	
3173	N2Y		SPCL	gonad	chemical	2	1	gonad			
3171	N2Y		SPCL	CP05,CP06	chemical	2	2	CP05	CP06		
3164	N2Y		PHDL	EF3,R4BR	chemical	2	2	EF3	R4BR		
3161	N2Y		HOB	PCAL,HOA	chemical	2	2	PCAL	HOA		
3158	N2Y		frag1067[RnBL]	EF3	chemical	2	1	EF3			
3157	N2Y		unk2204	EF3,R8BL	chemical	2	2	EF3	R8BL		
3155	N2Y		HOA	[CP01]	chemical	2	1	[CP01]			
3152	N2Y		R3BR	PHBL,EF3	chemical	2	2	PHBL	EF3		
3148	N2Y		PHDL	EF3,DX3	chemical	2	2	EF3	DX3		
3147	N2Y		unk3028	PHAL,EF3,PHDL	chemical	2	3	PHAL	EF3	PHSONL	
3146	N2Y		HOA	AVG,PCAR	chemical	2	2	AVG	PCAR		
3143	N2Y		HOA	PCAL,AVG	chemical	2	2	PCAL	AVG		
3142	N2Y		PHBR	PHCL,HOA	chemical	2	2	PHCL	HOA		
3139	N2Y		CP06	DVE,EF3	chemical	2	2	DVE	EF3		
3138	N2Y		HOA	PHBR,AVG	chemical	2	2	PHBR	AVG		
3137	N2Y		R9AR	EF2,PVV,CP09	chemical	2	3	EF2	PVV	CP09	
3133	N2Y		HOB	R8AL,HOA	chemical	2	2	R8AL	HOA		
3131	N2Y		HOB	DX3,SPCL	chemical	2	2	DX3	SPCL		
3129	N2Y		HOB	DX3	chemical	2	1	DX3			
3126	N2Y		HOB	DX3	chemical	2	1	DX3			
3120	N2Y		PCAL	PVX,unk2581[EFn]	chemical	2	2	PVX	unk2581[EFn]		
3108	N2Y		SPCL	HOB	chemical	2	1	HOB			
3104	N2Y		HOB	PVZ,[CP01]	chemical	2	2	PVZ	[CP01]		
3102	N2Y		PCAR	PVX	chemical	2	1	PVX			
3099	N2Y		HOB	[CP01],PVZ,HOA	chemical	2	3	[CP01]	PVZ	HOA	HOA
3096	N2Y		PCAL	PVX	chemical	2	1	PVX			
3085	N2Y		HOB	[CP03]	chemical	2	1	[CP03]			
3082	N2Y		PCAL	PVX,unk2581[EFn]	chemical	2	2	PVX	unk2581[EFn]		
3081	N2Y		PHBL	PVX,EF3	chemical	2	2	PVX	EF3		
3078	N2Y		HOB	DVF	chemical	2	1	DVF			
3070	N2Y		HOB	PCAR,PVY	chemical	2	2	PCAR	PVY		
3055	N2Y		PCAR	R8AR,PVX	chemical	2	2	R8AR	PVX		
3051	N2Y		PCAR	PVX	chemical	2	1	PVX			
3050	N2Y		PHAR	PCAR,PVX,PCAL	chemical	2	3	PCAR	PVX	PCAL	
3049	N2Y		PCAR	PVX	chemical	2	1	PVX			
3048	N2Y		PCAR	PVX	chemical	2	1	PVX			
3035	N2Y		PVX	PVY,AVDR,AVAL	chemical	2	3	PVY	AVDR	AVAL	
3029	N2Y		SPVR	SPDR	chemical	2	1	SPDR			
3025	N2Y		SPDR	ailR	chemical	2	1	ailR			
3022	N2Y		PVNR	EF2,PVY	chemical	2	2	EF2	PVY		
3017	N2Y		R9BR	EF2,R9BL	chemical	2	2	EF2	R9BL		
3008	N2Y		PQR	R7BR,EF2	chemical	2	2	R7BR	EF2		
3004	N2Y		[CP04]	[vBWML22]	chemical	2	1	[vBWML22]			
2995	N2Y		[CP04]	[CP03],ailR	chemical	2	2	[CP03]	ailR		
2987	N2Y		[CP04]	[CP02],[vBWML22]	chemical	2	2	[CP02]	[vBWML22]		
2977	N2Y		CA06	[CP04],CA05	chemical	2	2	[CP04]	CA05		
2975	N2Y		[CP04]	[vBWMR23]	chemical	2	1	[vBWMR23]			
2974	N2Y		[CP04]	ailL,CP06	chemical	2	2	ailL	CP06		
2966	N2Y		PCBR	CA06,[CP04],unk3919	chemical	2	3	CA06	[CP04]	unk3919	
2961	N2Y		CP06	gonad,[CP04]	chemical	2	2	gonad	[CP04]		
2958	N2Y		HOA	PVZ,unk3897	chemical	2	2	PVZ	unk3897		
2957	N2Y		HOB	PVZ,CA05	chemical	2	2	PVZ	CA05		
2954	N2Y		HOB	DX3,PVZ,R3BR,SPDL	chemical	2	4	DX3	PVZ	R3BR	SPDL
2952	N2Y		PCBL	CA06,PVZ,[CP02]	chemical	2	3	CA06	PVZ	[CP02]	
2950	N2Y		HOB	PVZ	chemical	2	1	PVZ			
2948	N2Y		HOA	[CP04],PVZ,unknown100	chemical	2	3	[CP04]	PVZ	unknown100	
2947	N2Y		HOA	PVZ,unknown100	chemical	2	2	PVZ	unknown100		
2933	N2Y		SPDL	ailR,SPDR	chemical	2	2	ailR	SPDR		
2927	N2Y		SPDL	SPDR,PVZ	chemical	2	2	SPDR	PVZ		
2923	N2Y		SPDL	CA05,PVZ	chemical	2	2	CA05	PVZ		
2920	N2Y		PVZ	ailR,VD13	chemical	2	2	ailR	VD13		
2919	N2Y		PVZ	unk3838,VD13	chemical	2	2	unk3838	VD13		
2918	N2Y		PVZ	ailR,VD13	chemical	2	2	ailR	VD13		
2916	N2Y		SPDL	SPDR,SPVR	chemical	2	2	SPDR	SPVR		
2913	N2Y		PVZ	ailR,unk3833	chemical	2	2	ailR	unk3833		
2908	N2Y		PVZ	unk3829,VD12	chemical	2	2	unk3829	VD12		
2901	N2Y		PVZ	[vBWML20],VD12	chemical	2	2	[vBWML20]	VD12		
2898	N2Y		PVNR	[AVL],PVZ	chemical	2	2	[AVL]	PVZ		
2895	N2Y		PVZ	ailL,VD12	chemical	2	2	ailL	VD12		
2893	N2Y		PVZ	ailR	chemical	2	1	ailR			
2888	N2Y		PVZ	[vBWML22],DD06	chemical	2	2	[vBWML22]	DD06		
2887	N2Y		PVZ	[CP03],[vBWMR21]	chemical	2	2	[CP03]	[vBWMR21]		
2879	N2Y		PVZ	[dglR2],VD11	chemical	2	2	[dglR2]	VD11		
2876	N2Y		PVZ	[vBWML21],VD11	chemical	2	2	[vBWML21]	VD11		
2870	N2Y		PVZ	CA06,vBWMR21	chemical	2	2	CA06	vBWMR21		
2858	N2Y		PVY	AVAL,VB11	chemical	2	2	AVAL	VB11		
2856	N2Y		PHDR	EF1,R8BR	chemical	2	2	EF1	R8BR		
2851	N2Y		PVY	AVAL,DB07	chemical	2	2	AVAL	DB07		
2849	N2Y		R4BR	EF1	chemical	2	1	EF1			
2848	N2Y		PHDR	EF1,PVV	chemical	2	2	EF1	PVV		
2847	N2Y		DVE	EF2,EF1	chemical	2	2	EF2	EF1		
2845	N2Y		R4BL	EF1,[R7BL]	chemical	2	2	EF1	[R7BL]		
2843	N2Y		PCBL	PVY,R3BR	chemical	2	2	PVY	R3BR		
2842	N2Y		PCBR	PVX,PVY,PHCR	chemical	2	3	PVX	PVY	PHCR	
2841	N2Y		PCBR	PVX,PVY,R9AR	chemical	2	3	PVX	PVY	R9AR	
2840	N2Y		PCBR	PVY,PHCL,PCBL	chemical	2	3	PVY	PHCL	PCBL	
2839	N2Y		PCBL	PVY,PHCL,PCBR	chemical	2	3	PVY	PHCL	PCBR	
2827	N2Y		PGA	DVE,EF2,EF1	chemical	2	3	DVE	EF2	EF1	
2826	N2Y		PHCR	PCBR,PVY	chemical	2	2	PCBR	PVY		
2824	N2Y		CP05	EF1,[CP01]	chemical	2	2	EF1	[CP01]		
2819	N2Y		PDB	PVY,AS11,DD06	chemical	2	3	PVY	AS11	DD06	
2815	N2Y		PDB	PHBR,AVHL	chemical	2	2	PHBR	AN1a		
2813	N2Y		PDB	PDB,CA07	chemical	2	2	PDB	CA07		
2812	N2Y		PDB	PDB	chemical	2	1	PDB			
2807	N2Y		PDB	unknown100,DB07	chemical	2	2	unknown100	DB07		
2804	N2Y		HOB	PDB,[CP01]	chemical	2	2	PDB	[CP01]		
2802	N2Y		R4BR	PDB,AS11,R6AR	chemical	2	3	PDB	AS11	R6AR	
2801	N2Y		PHCL	PVX,PHCR	chemical	2	2	PVX	PHCR		
2798	N2Y		PHCR	PVY,PVX	chemical	2	2	PVY	PVX		
2797	N2Y		PHCL	PVY,PVX	chemical	2	2	PVY	PVX		
2795	N2Y		PHCL	PHCR,PVY	chemical	2	2	PHCR	PVY		
2793	N2Y		PHCL	PVY,PVX,PHCR	chemical	2	3	PVY	PVX	PHCR	
2784	N2Y		PHCR	PVY,PVX,AS11	chemical	2	3	PVY	PVX	AS11	
2782	N2Y		PHCL	PVY,PVX,AS11,PHCR	chemical	2	4	PVY	PVX	AS11	PHCR
2780	N2Y		HOA	AVG,PHCL	chemical	2	2	AVG	PHCL		
2777	N2Y		PHCL	PVY,PVX	chemical	2	2	PVY	PVX		
2776	N2Y		PHCR	PVY,PVX	chemical	2	2	PVY	PVX		
2773	N2Y		PHCR	PVY,PVX	chemical	2	2	PVY	PVX		
2768	N2Y		PHCL	PVY,PVX	chemical	2	2	PVY	PVX		
2767	N2Y		HOA	PHCL,PCAR,R8AL	chemical	2	3	PHCL	PCAR	R8AL	
2761	N2Y		PCAR	PVX,PHCR,PVY,R9AR	chemical	2	4	PVX	PHCR	PVY	R9AR
2759	N2Y		PHAR	PHCR,R8AL	chemical	2	2	PHCR	R8AL		
2756	N2Y		PCAL	PHCR,PVX	chemical	2	2	PHCR	PVX		
2754	N2Y		PHBR	PHCL	chemical	2	1	PHCL			
2753	N2Y		PHCL	PCBR,PVX	chemical	2	2	PCBR	PVX		
2750	N2Y		PHCR	PVX,PVY,PCBR	chemical	2	3	PVX	PVY	PCBR	
2738	N2Y		PHCL	PCBL,[CP02]	chemical	2	2	PCBL	[CP02]		
2729	N2Y		HOA	PHCR,PVZ	chemical	2	2	PHCR	PVZ		
2720	N2Y		PHCR	PVZ,R2BR	chemical	2	2	PVZ	R2BR		
2714	N2Y		CP09	PDB	chemical	2	1	PDB			
2713	N2Y		PGA	PDB,R6AR	chemical	2	2	PDB	R6AR		
2689	N2Y		PCBL	[CP03],PHCL	chemical	2	2	[CP03]	PHCL		
2688	N2Y		PCAL	[CP03],PHCL	chemical	2	2	[CP03]	PHCL		
2687	N2Y		PHCR	PVY,hyp	chemical	2	2	PVY	hyp		
2685	N2Y		PHCL	R8AL,[CP03]	chemical	2	2	R8AL	[CP03]		
2683	N2Y		PHCR	PVY,PCBR	chemical	2	2	PVY	PCBR		
2680	N2Y		PHCR	PVZ	chemical	2	1	PVZ			
2678	N2Y		PHCR	PVY,PCBR	chemical	2	2	PVY	PCBR		
2669	N2Y		PVX	PVY,DB07,AVBR	chemical	2	3	PVY	DB07	AVBR	
2665	N2Y		AVBL	AS10	chemical	2	1	AS10			
2664	N2Y		AVBR	AVAL,PVY	chemical	2	2	AVAL	PVY		
2658	N2Y		AVFR	PVY,PVNR,PQR	chemical	2	3	PVY	PVNR	PQR	
2656	N2Y		AVFR	PQR,PVU,PVNR	chemical	2	3	PQR	PVU	PVNR	
2649	N2Y		AVFR	[vBWMR23]	chemical	2	1	[vBWMR23]			
2640	N2Y		PGA	AVG,HOA	chemical	2	2	AVG	HOA		
2639	N2Y		HOA	AVG,unknown100	chemical	2	2	AVG	unknown100		
2636	N2Y		PCAR	HOA,AVG	chemical	2	2	HOA	AVG		
2627	N2Y		PCAL	[CP04],AVG	chemical	2	2	[CP04]	AVG		
2626	N2Y		PCAL	[CP04],AVG,R8AR	chemical	2	3	[CP04]	AVG	R8AR	
2619	N2Y		HOA	AVG,PCAL	chemical	2	2	AVG	PCAL		
2616	N2Y		HOA	AVG,PCAL	chemical	2	2	AVG	PCAL		
2613	N2Y		PCAL	AVG,HOA	chemical	2	2	AVG	HOA		
2603	N2Y		PHCR	AVG,PHCL	chemical	2	2	AVG	PHCL		
2602	N2Y		PHCR	PVY,PVX,AVG	chemical	2	3	PVY	PVX	AVG	
2597	N2Y		AVG	PCAR,PVX	chemical	2	2	PCAR	PVX		
2580	N2Y		HOA	AVG,PHCR	chemical	2	2	AVG	PHCR		
2579	N2Y		PHAR	PHAL,AVAL	chemical	2	2	PHAL	AVAL		
2574	N2Y		PHCL	AVG,PVNR,PVY	chemical	2	3	AVG	PVNR	PVY	
2567	N2Y		PHAR	AVAL,PHAL	chemical	2	2	AVAL	PHAL		
2562	N2Y		PHCL	HOA,AVG	chemical	2	2	HOA	AVG		
2556	N2Y		PHCL	HOA,AVG	chemical	2	2	HOA	AVG		
2553	N2Y		PHCR	AVG,HOA	chemical	2	2	AVG	HOA		
2551	N2Y		HOA	PHCR,AVG,PHCL	chemical	2	3	PHCR	AVG	PHCL	
2550	N2Y		PHCR	HOA,AVG,PHCL	chemical	2	3	HOA	AVG	PHCL	
2549	N2Y		PHCL	HOA,AVG	chemical	2	2	HOA	AVG		
2547	N2Y		PHAL	DA08,PVX	chemical	2	2	DA08	PVX		
2544	N2Y		HOA	AVG,PHCL	chemical	2	2	AVG	PHCL		
2537	N2Y		PHCL	HOA,AVG,AVBL	chemical	2	3	HOA	AVG	AVBL	
2534	N2Y		HOA	AVG,PHCR	chemical	2	2	AVG	PHCR		
2522	N2Y		PHCL	HOA,AVG	chemical	2	2	HOA	AVG		
2520	N2Y		R2AL	PHCL,AVG	chemical	2	2	PHCL	AVG		
2509	N2Y		PHAL	R3BR,EF3	chemical	2	2	R3BR	EF3		
2506	N2Y		PHCR	AVHR,AVG,PHCL	chemical	2	3	AN1b	AVG	PHCL	
2504	N2Y		PHBL	R9AL	chemical	2	1	R9AL			
2496	N2Y		AVG	AVBR,AVBL	chemical	2	2	AVBR	AVBL		
2490	N2Y		AVFL	AVAR	chemical	2	1	AVAR			
2487	N2Y		[PVDR]	VA12,AVAR	chemical	2	2	VA12	AVAR		
2486	N2Y		PQR	AVAR	chemical	2	1	AVAR			
2477	N2Y		unk772	AVAL,AVAR	chemical	2	2	AVAL	AVAR		
2472	N2Y		VA12	AVAR,PVCL	chemical	2	2	AVAR	PVCL		
2471	N2Y		PVV	VA12,PVCL,AVAR	chemical	2	3	VA12	PVCL	AVAR	
2467	N2Y		AVAR	DA08,AS11,DA09	chemical	2	3	DA08	AS11	DA09	
2466	N2Y		AVAR	VA11,unk3365,AVDL	chemical	2	3	VA11	unk3365	AVDL	
2463	N2Y		AVAR	VA11,AVAL	chemical	2	2	VA11	AVAL		
2459	N2Y		AVAR	DA08,DA09,VB06	chemical	2	3	DA08	DA09	VB06	
2455	N2Y		PQR	AVFR,AVAR,AVDL	chemical	2	3	AN3b	AVAR	AVDL	
2453	N2Y		PVCR	AVAR,AVAL	chemical	2	2	AVAR	AVAL		
2452	N2Y		AVAR	VA10,DA08,DA09	chemical	2	3	VA10	DA08	DA09	
2449	N2Y		PQR	AVAR,AVDL	chemical	2	2	AVAR	AVDL		
2447	N2Y		AVAR	PVCR,DA09,DA08	chemical	2	3	PVCR	DA09	DA08	
2444	N2Y		AVDL	AVAR,AVAL	chemical	2	2	AVAR	AVAL		
