contin Number	EM series	Location	pre	post   	type    	sections   	partner Number	post1     	post2   	post3 	post4   
11511	N2Y		VA11	AVAR	electrical	8	1	AVAR			
10698	N2Y		VA12	AS07	electrical	8	1	AS07			
10676	N930	NR 45 deg	RMDDL	ABRP-2	electrical	8	1	ABRP-2			
10561	N930	Not NR	ADLR	[AIAR],AIBR	chemical	8	2	[AIAR]	AIBR		
10475	N2Y		PVR 	PLML	electrical	8	1	PLML			
10406	N930	Not NR	[AWCR]	neuron5,AIYR	chemical	8	2	neuron5	AIYR		
10034	N930	NR in plane	OLQDL	NRDLfrag	electrical	8	1	NRDLfrag			
9924	N2Y		PVCR	AVAL	electrical	8	1	AVAL			
9715	N2Y		VB09	AVBL	electrical	8	1	AVBL			
9398	N930	Not NR	AWAL	AIAL	electrical	8	1	AIAL			
9034	N930	Not NR	[AFDL]	[AIYL]	chemical	8	1	[AIYL]			
8938	N2Y		VD11	VD10	electrical	8	1	VD10			
8810	N2Y		dBWMR24	DX3	electrical	8	1	DX3			
8782	N2Y		vBWMR24	cdlR	electrical	8	1	cdlR			
8692	N2Y		vBWML23	cdlL	electrical	8	1	cdlL			
8676	N2Y		vBWML23	cdlL	electrical	8	1	cdlL			
8658	N2Y		PCBL	HOA	electrical	8	1	HOA			
8623	N930	NR 45 deg	[RICR]	[AVKR]	electrical	8	1	[AVKR]			
8548	N2Y		dglL5	ailL	electrical	8	1	ailL			
8521	N2Y		vBWML23	ailL	electrical	8	1	ailL			
8496	N2Y		vBWMR24	cdlR	electrical	8	1	cdlR			
8157	N930	Not NR	AVM	ALML	electrical	8	1	ALML			
8096	N930	Not NR	[AWBR]	ADFR,RIAR	chemical	8	2	ADFR	RIAR		
8091	N2Y		PVU	PDA	electrical	8	1	PDA			
8062	N930	Not NR	AIZR	AVEL,[AIBL]	chemical	8	2	AVEL	[AIBL]		
7970	N930	Not NR	[SMDVL]	SMDVR	electrical	8	1	SMDVR			
7963	N930	Not NR	SMBVL	SAAVR	electrical	8	1	SAAVR			
7905	N2Y		[CP04]	[CP03]	electrical	8	1	[CP03]			
7881	N2Y		[CP02]	[CP01]	electrical	8	1	[CP01]			
7865	N2Y		[CP02]	[CP01]	electrical	8	1	[CP01]			
7809	N2Y		PVY	DVF	electrical	8	1	DVF			
7650	N2Y		PVQR	PHAR	electrical	8	1	PHAR			
7603	N2Y		SPDR	PCBR	electrical	8	1	PCBR			
7572	N2Y		PCBL	HOA	electrical	8	1	HOA			
7536	N930	Not NR	AWAL	[AIZL]	chemical	8	1	[AIZL]			
7535	N930	Not NR	[PVQL]	AIAL,AIML	chemical	8	2	AIAL	AIML		
7504	N2Y		PVZ	HOA	electrical	8	1	HOA			
7482	N930	NR 45 deg	URAVL	RIPL,mus-VL	chemical	8	2	RIPL	mus-VL		
7269	N2Y		unk3028	PHAL	electrical	8	1	PHAL			
7266	N2Y		AVG	AVBR	electrical	8	1	AVBR			
7244	N2Y		PHBR	PHBL	electrical	8	1	PHBL			
7059	N930	NR 45 deg	RMDVL	RMDDR,mus-V	chemical	8	2	RMDDR	mus-V		
7037	N930	NR 45 deg	SAAVL	SMDDR,AVAL,[RIMR]	chemical	8	3	SMDDR	AVAL	[RIMR]	
7036	N930	NR 45 deg	[RICR]	AVAL,SMDDR	chemical	8	2	AVAL	SMDDR		
6673	N930	Not NR	vc-com-6081	[vc-idk-r]	electrical	8	1	[vc-idk-r]			
6672	N930	Not NR	vc-com-6081	[vc-idk-r]	electrical	8	1	[vc-idk-r]			
6577	N2Y		PLMR	DVA,PDEL,PDER	chemical	8	3	DVA	PDEL	PDER	
6375	N930	Not NR	DVA	AVEL,VGfrag6	chemical	8	2	AVEL	VGfrag6		
6335	N930	Not NR	[EF2]	obj329794,[RIFR],[MCMR],obj329795,[EF3]	chemical	8	5	obj329794	[RIFR]	[MCMR]	
6318	N930	NR 45 deg	[CEPVL]	RIH	electrical	8	1	RIH			
6283	N930	Not NR	[DVC]	AVAL,AVAR	chemical	8	2	AVAL	AVAR		
6213	N930	NR 45 deg	RMHR	RMDL,mus-VL,NRfrag	chemical	8	3	RMDL	mus-VL	NRfrag	
5833	N930	NR 45 deg	[CEPVL]	URAVL	electrical	8	1	URAVL			
5736	N930	NR 45 deg	OLLR	OLLL	electrical	8	1	OLLL			
5548	N930	Not NR	[DVA]	AVER,RIR	chemical	8	2	AVER	RIR		
5506	N930	NR 45 deg	[CEPVL]	URAVL,OLQVL	chemical	8	2	URAVL	OLQVL		
5477	N930	NR 45 deg	IL2L	URBL,NRmotor	chemical	8	2	URBL	NRmotor		
5468	N930	NR 45 deg	SMBVL	mus-V,RMDVR	chemical	8	2	mus-V	RMDVR		
5461	N930	Not NR	[CEPVL]	RICL,[RICR]	chemical	8	2	RICL	[RICR]		
5371	N930	NR 45 deg	[SMDVL]	RMDVL,RMDDR	chemical	8	2	RMDVL	RMDDR		
5096	N930	NR 45 deg	RMDR	NRLfrag	chemical	8	1	NRLfrag			
5084	N930	NR 45 deg	[AIYL]	NRLfrag_AIA?,RIAL	chemical	8	2	NRLfrag_AIA?	RIAL		
5081	N930	NR in plane	[EF2]	[PVQR]	chemical	8	1	[PVQR]			
5077	N930	NR in plane	[ASKR]	[AIAR]	chemical	8	1	[AIAR]			
4974	N930	NR 45 deg	IL2L	OLQDL,RIH,OLQVL	chemical	8	3	OLQDL	RIH	OLQVL	
4882	N930	NR 45 deg	NRLfrag	AVEL	chemical	8	1	AVEL			
4799	N930	Not NR	AIAL	[AIBL],[AWCL]	chemical	8	2	[AIBL]	[AWCL]		
4798	N930	Not NR	AIML	VC16,[AIBL]	chemical	8	2	VC16	[AIBL]		
4785	N930	Not NR	AIML	VC16,[AIBL]	chemical	8	2	VC16	[AIBL]		
4781	N930	Not NR	ADFL	[AIZL],RIAL	chemical	8	2	[AIZL]	RIAL		
4697	N2Y		PCAR	PCBR,unk6012,pobR	chemical	8	3	PCBR	unk6012	pobR	
4648	N930	NR 45 deg	[SMDVL]	RIAR,RIAL	chemical	8	2	RIAR	RIAL		
4591	N2Y		R9BR	LUAR,PVNR	chemical	8	2	LUAR	PVNR		
4543	N930	NR 45 deg	SMDVR	RIAR,RIAL	chemical	8	2	RIAR	RIAL		
4502	N2Y		PCBR	pobR,aobR	chemical	8	2	pobR	aobR	pobR	
4486	N930	NR 45 deg	RIAR	RMDDR,RMDVL	chemical	8	2	RMDDR	RMDVL		
4458	N2Y		CP06	aobR,vspR	chemical	8	2	aobR	vspR		
4451	N2Y		R9BL	PVCL,LUAL	chemical	8	2	PVCL	LUAL		
4353	N2Y		R9AL	PHCL,PCAL	chemical	8	2	PHCL	PCAL		
3511	N2Y		CP05	[CP04],[vBWMR24]	chemical	8	2	[CP04]	[vBWMR24]		
3453	N2Y		R3BR	AVAL,DB07	chemical	8	2	AVAL	DB07		
3272	N2Y		PCCR	gonad	chemical	8	1	gonad			
3125	N2Y		HOB	DX1,HOA,DX3	chemical	8	3	DX1	HOA	DX3	
3066	N2Y		HOB	PCAR,PVV	chemical	8	2	PCAR	PVV		
3015	N2Y		PHBR	unknown100,EF2	chemical	8	2	unknown100	EF2		
2938	N2Y		HOB	PVZ,CP05	chemical	8	2	PVZ	CP05		
2854	N2Y		PVNR	EF1,EF2	chemical	8	2	EF1	EF2		
2362	N2Y		CP08	PVX,PDB	chemical	8	2	PVX	PDB		
2305	N2Y		PHDL	PVNL,EF3	chemical	8	2	PVNL	EF3		
2232	N930	Not NR	SMBDR	ABLP-20	electrical	8	1	ABLP-20			
2162	N2Y		PCAL	R8AR,CP07,PVX	chemical	8	3	R8AR	CP07	PVX	
2047	N930	Not NR	[RICR]	SMDDL,AVAR,SAAVR	chemical	8	3	SMDDL	AVAR	SAAVR	
1983	N2Y		SPCR	PCCL,CA05	chemical	8	2	PCCL	CA05		
1857	N2Y		CP09	PVV,R9AL,R3BR,CP08	chemical	8	4	PVV	R9AL	R3BR	CP08
1807	N930	Not NR	AFDR	AIYR	chemical	8	1	AIYR			
1791	N930	Not NR	[RIGR]	RIR,AVEL	chemical	8	2	RIR	AVEL		
1431	N2Y		[R7BL]	AVFL,R1BR,R6BL	chemical	8	3	AN3a	R1BR	R6BL	
1318	N2Y		R1BR	PDC,R5BR,R1BR	chemical	8	3	PDC	R5BR	R1BR	
1131	N2Y		CP07	PVX,R3BL	chemical	8	2	PVX	R3BL		
1081	N2Y		R4AR	R6AR,R4AL,[CA04]	chemical	8	3	R6AR	R4AL	[CA04]	
993	N2Y		PCCL	gonad	chemical	8	1	gonad			
773	N930	NR 45 deg	URAVR	CEPVR	electrical	8	1	CEPVR			
744	N930	NR 45 deg	[CEPVL]	URAVL	electrical	8	1	URAVL			
741	N2Y		R9BL	EF2,PHBR,R6BR	chemical	8	3	EF2	PHBR	R6BR	
737	N2Y		R6BR	EF2,R9BL	chemical	8	2	EF2	R9BL		
737	N930	NR in plane	RIH	OLQDR,CEPDR	chemical	8	2	OLQDR	CEPDR		
716	N2Y		R9BL	R7BR,EF2	chemical	8	2	R7BR	EF2		
712	N2Y		R9BL	EF2	chemical	8	1	EF2			
704	N2Y		R9BL	EF2,R9BR	chemical	8	2	EF2	R9BR		
697	N2Y		R9BL	PVR ,DB07	chemical	8	2	PVR 	DB07		
684	N2Y		R9BL	EF1,R9BR	chemical	8	2	EF1	R9BR		
676	N2Y		R3BR	EF3,PVNL,unk228[EFn]	chemical	8	3	EF3	PVNL	unk228[EFn]	
655	N2Y		R6BR	R1BR,EF3	chemical	8	2	R1BR	EF3		
554	N2Y		R5AR	R5AL	chemical	8	1	R5AL			
305	N2Y		R3BL	unk228[EFn],R7BR,PVV	chemical	8	3	unk228[EFn]	R7BR	PVV	
278	N2Y		HOA	R3BL,PVZ,R8AR,R2BR	chemical	8	4	R3BL	PVZ	R8AR	R2BR
259	N2Y		R2AL	R2AR,CP09	chemical	8	2	R2AR	CP09		
128	N2Y		R2BR	R7AL,R7AR	chemical	8	2	R7AL	R7AR		
122	N2Y		R2BR	PHCR,R8BR	chemical	8	2	PHCR	R8BR		
98	N2Y		R4BR	R2BR,PHCR,R8BL,R2BL,R8BR	chemical	8	5	R2BR	PHCR	R8BL	R2BL
18781	N2Y		R2BR	[CA04],PHCR	chemical	7	2	[CA04]	PHCR		
11505	N2Y		PVZ	CA05	electrical	7	1	CA05			
10759	N2Y		PVCR	AVAL	electrical	7	1	AVAL			
10454	N930	NR 45 deg	NRRlab?	AIYR,[AIAR]	chemical	7	2	AIYR	[AIAR]		
10432	N2Y		hyp	AVKR	electrical	7	1	AVKR			
10392	N930	Not NR	AWAR	AIZR	chemical	7	1	AIZR			
10304	N930	NR 45 deg	RMDDR	RMDVL,lefty,mus-L	chemical	7	3	RMDVL	lefty	mus-L	
10158	N930	Not NR	AVER	AVAR	electrical	7	1	AVAR			
10157	N930	NR 45 deg	RMDVR	NRmotor	electrical	7	1	NRmotor			
9969	N930	NR 45 deg	IL1R	IL1DR	electrical	7	1	IL1DR			
9876	N930	NR 45 deg	OLQVL	OLLL	electrical	7	1	OLLL			
9601	N2Y		SPVL	R8AL	electrical	7	1	R8AL			
9498	N930	NR in plane	[AVBR]	NRDfrag[AIB/AVB]	electrical	7	1	NRDfrag[AIB/AVB]			
9383	N2Y		unk6076[CP0]	CA06	electrical	7	1	CA06			
9126	N2Y		VB11	VB10	electrical	7	1	VB10			
9106	N930	NR 45 deg	[AQR]	NRLfrag	electrical	7	1	NRLfrag			
9009	N930	Not NR	[AIYL]	RIBL,[AIZL]	chemical	7	2	RIBL	[AIZL]		
8942	N2Y		AVAL	AS09	electrical	7	1	AS09			
8927	N930	Not NR	RIVR	GLRVL,mus-V,GLRVR,mus-VR	chemical	7	4	GLRVL	mus-V	GLRVR	mus-VR
8791	N2Y		vBWMR24	vBWMR23	electrical	7	1	vBWMR23			
8785	N2Y		vBWMR24	cdlR	electrical	7	1	cdlR			
8730	N2Y		dspR	adp	electrical	7	1	adp			
8661	N2Y		PCBL	HOA	electrical	7	1	HOA			
8633	N930	NR 45 deg	[AVKR]	NRVLfrag	electrical	7	1	NRVLfrag			
8630	N930	NR 45 deg	[CEPshDR]	ABR	electrical	7	1	ABR			
8601	N2Y		gecR	adp	electrical	7	1	adp			
8575	N2Y		dspL	adp	electrical	7	1	adp			
8531	N2Y		R2shL	R2AL	electrical	7	1	R2AL			
8456	N2Y		vspR	sph	electrical	7	1	sph			
8429	N2Y		dsrL	dBWML22	electrical	7	1	dBWML22			
8414	N930	Not NR	[ASKR]	vc-6072,VGfragment	chemical	7	2	vc-6072	VGfragment		
8321	N930	NR 45 deg	CEPDL	NRmotor,RMHR	chemical	7	2	NRmotor	RMHR		
8316	N2Y		vBWML23	ailL	electrical	7	1	ailL			
8295	N2Y		dglR6	ailR	electrical	7	1	ailR			
8292	N930	Not NR	[RIMR]	SMDDR,SAAVL,RMFR	chemical	7	3	SMDDR	SAAVL	RMFR	
8240	N930	NR in plane	SIBVL	NRL	electrical	7	1	NRL			
8139	N2Y		DVC	DA08	electrical	7	1	DA08			
8087	N930	Not NR	AIBR	[RIML],[AVBR]	chemical	7	2	[RIML]	[AVBR]		
8034	N2Y		DVA	AVG	electrical	7	1	AVG			
7976	N930	NR 45 deg	RMHL	RMGL	electrical	7	1	RMGL			
7872	N930	Not NR	[EF3]	[AVBR],[AVFR],[MCMR]	chemical	7	3	[AVBR]	[AVFR]	[MCMR]	
7855	N2Y		[CP01]	CA05	electrical	7	1	CA05			
7800	N930	Not NR	[PVCR]	[SIAVR],AVEL,[AVBL]	chemical	7	3	[SIAVR]	AVEL	[AVBL]	
7796	N930	Not NR	[ADEL]	vc-left-14,contin7282	chemical	7	2	vc-left-14	contin7282		
7576	N2Y		PCCR	PCCL	electrical	7	1	PCCL			
7534	N2Y		SPCL	EF3	electrical	7	1	EF3			
7517	N930	Not NR	RIH	[AIZL],RIAR	chemical	7	2	[AIZL]	RIAR		
7501	N2Y		R8AR	HOA	electrical	7	1	HOA			
7455	N930	NR 45 deg	NRL	RMDDL	chemical	7	1	RMDDL	RMDDL		
7431	N2Y		PVZ	HOA	electrical	7	1	HOA			
7430	N2Y		PVZ	HOA	electrical	7	1	HOA			
7406	N2Y		PVZ	HOA	electrical	7	1	HOA			
7403	N2Y		SPDR	SPDL	electrical	7	1	SPDL			
7394	N930	Not NR	AWAR	AIZR	chemical	7	1	AIZR			
7387	N930	Not NR	AWAL	[AIZL],obj	chemical	7	2	[AIZL]	obj		
7316	N2Y		PDC	PDB	electrical	7	1	PDB			
7223	N930	NR 45 deg	IL1VR	mus-VR,RMDDR,RIPR	chemical	7	3	mus-VR	RMDDR	RIPR	
7150	N930	NR 45 deg	RIVL	[SIAVR],NR54	chemical	7	2	[SIAVR]	NR54		
7088	N930	Not NR	FLPL	AVDL,[AVBL]	chemical	7	2	AVDL	[AVBL]		
7057	N930	NR 45 deg	RMDVL	RMDDR,mus-V	chemical	7	2	RMDDR	mus-V		
7001	N2Y		[CA04]	PVV	electrical	7	1	PVV			
6999	N2Y		[CA04]	PVV	electrical	7	1	PVV			
6976	N2Y		[CA04]	PVV	electrical	7	1	PVV			
6964	N2Y		R7BL	CP07	electrical	7	1	CP07			
6917	N930	NR 45 deg	RMGL	RMDR,RMDVL	chemical	7	2	RMDR	RMDVL		
6915	N930	NR 45 deg	RIAR	RMDVL,RMDR	chemical	7	2	RMDVL	RMDR		
6844	N2Y		R7AR	CP08	electrical	7	1	CP08			
6820	N2Y		R5AL	PDC	electrical	7	1	PDC			
6818	N2Y		R2BL	PHCL	electrical	7	1	PHCL			
6810	N2Y		R3BR	R3BL	electrical	7	1	R3BL			
6782	N2Y		R1AL	polL,contin0	chemical	7	2	polL	contin0		
6767	N930	Not NR	vc-right-22	AVDL,[AVBL],[PVCR]	chemical	7	3	AVDL	[AVBL]	[PVCR]	
6711	N930	NR 45 deg	OLQVR	RMDVL,SIBDR	chemical	7	2	RMDVL	SIBDR		
6684	N2Y		PHDR	EF1	chemical	7	1	EF1	EF1		
6660	N2Y		SPDL	dglR1,vBWMR21,[CP01]	chemical	7	3	dglR1	vBWMR21	[CP01]	
6545	N2Y		PLMR	DVA,PDEL	chemical	7	2	DVA	PDEL		
6392	N930	Not NR	[AIYL]	RIBL,[AIZL],RIAL	chemical	7	3	RIBL	[AIZL]	RIAL	
6284	N930	Not NR	[DVC]	AVAR,AVAL	chemical	7	2	AVAR	AVAL		
6266	N930	Not NR	RIFL	[RIML],[AVBL]	chemical	7	2	[RIML]	[AVBL]		
6171	N930	Not NR	[ASGL]	AIAL	chemical	7	1	AIAL			
6160	N930	Not NR	[AIYL]	RIAL,[AIZL]	chemical	7	2	RIAL	[AIZL]		
6156	N930	Not NR	ALMR	AVDL,[AVBL]	chemical	7	2	AVDL	[AVBL]		
6124	N930	NR in plane	SMBDR	CEPDL,mus-DL	chemical	7	2	CEPDL	mus-DL		
6028	N930	Not NR	VGfrag4	SMBDR,RIAR	chemical	7	2	SMBDR	RIAR		
5975	N930	NR 45 deg	OLQVL	RMDVR,SIBDL	chemical	7	2	RMDVR	SIBDL		
5956	N930	NR 45 deg	OLQDR	NRfrag	electrical	7	1	NRfrag			
5873	N930	NR 45 deg	OLQVR	CEPVR	electrical	7	1	CEPVR			
5868	N930	NR 45 deg	URYDR	AVAR	electrical	7	1	AVAR			
5841	N930	Not NR	[AUAR]	NR	electrical	7	1	NR			
5813	N930	NR 45 deg	[seamL]	AVAL	electrical	7	1	AVAL			
5781	N930	NR in plane	hyp	CEPshDR	electrical	7	1	CEPshDR			
5695	N2Y		HOB	PHCR,PVZ	chemical	7	2	PHCR	PVZ		
5635	N930	NR 45 deg	SMBVL	mus-VL,RMDVR	chemical	7	2	mus-VL	RMDVR		
5514	N930	Not NR	[ADLL]	[AVDR],[AVJL]	chemical	7	2	[AVDR]	[AVJL]		
5510	N930	NR 45 deg	URBL	RMDL	chemical	7	1	RMDL			
5467	N930	NR 45 deg	SMBVL	mus-V	chemical	7	1	mus-V			
5399	N930	NR 45 deg	[AVFR]	OLQVR,[AVBR],AVDL	chemical	7	3	OLQVR	[AVBR]	AVDL	
5323	N930	NR 45 deg	BAGL	RIAR,RIBR	chemical	7	2	RIAR	RIBR		
5059	N930	NR 45 deg	OLQDL	[RICR]	chemical	7	1	[RICR]			
5048	N930	NR 45 deg	OLQDR	[RICL]	chemical	7	1	[RICL]			
5047	N930	NR in plane	OLQDR	[RICL]	chemical	7	1	[RICL]			
4998	N930	NR 45 deg	IL2R	OLQVR,RIH,OLQDR	chemical	7	3	OLQVR	RIH	OLQDR	
4975	N930	NR 45 deg	OLQDL	IL2L,OLQDL	chemical	7	2	IL2L	OLQDL		
4877	N2Y		DVB	[proctodeum]	chemical	7	1	[proctodeum]			
4860	N930	Not NR	[AWCR]	AIYR,AIBR	chemical	7	2	AIYR	AIBR		
4784	N930	Not NR	[AIYL]	RIBL,RIAL,[AIZL]	chemical	7	3	RIBL	RIAL	[AIZL]	
4783	N930	NR in plane	CEMDR	mus-DR	chemical	7	1	mus-DR	mus-DR		
4761	N930	Not NR	SMBVR	mus-V	chemical	7	1	mus-V	mus-V		
4635	N930	Not NR	[RIGL]	[AVKL],[DVC]	chemical	7	2	[AVKL]	[DVC]		
4625	N2Y		HOB	HOA,PDB,CA06	chemical	7	3	HOA	PDB	CA06	
4605	N930	NR 45 deg	RMDVL	mus-VR,RMDDR	chemical	7	2	mus-VR	RMDDR		
4589	N930	NR 45 deg	RMEL	mus-VR,obj156738	chemical	7	2	mus-VR	obj156738		
4570	N2Y		HOA	PHCR,PVZ	chemical	7	2	PHCR	PVZ		
4523	N2Y		PCBR	pobR,unk5732	chemical	7	2	pobR	unk5732		
4389	N2Y		PCBL	aobL	chemical	7	1	aobL			
4011	N2Y		R3AR	polR	chemical	7	1	polR			
3908	N2Y		R9BL	R8BL,R9AL	chemical	7	2	R8BL	R9AL		
3611	N2Y		VA12	DB07,DA09	chemical	7	2	DB07	DA09		
3282	N2Y		DX2	PCAR,PVZ	chemical	7	2	PCAR	PVZ		
3238	N2Y		PCCR	gonad	chemical	7	1	gonad			
3237	N2Y		PCCR	gonad	chemical	7	1	gonad			
3196	N2Y		PCCL	gonad	chemical	7	1	gonad			
3186	N2Y		PCBL	unk4133,[CP03],PCAL	chemical	7	3	unk4133	[CP03]	PCAL	
3097	N2Y		CP05	CP06,HOB,[CP01],SPCR	chemical	7	4	CP06	HOB	[CP01]	SPCR
3092	N2Y		HOB	HOA,[CP01]	chemical	7	2	HOA	[CP01]		
3073	N2Y		HOB	PVV,PCAR,DX2	chemical	7	3	PVV	PCAR	DX2	
3042	N2Y		PCAR	PVX,CP07	chemical	7	2	PVX	CP07		
3037	N2Y		SPDR	[vBWML23],[CP03]	chemical	7	2	[vBWML23]	[CP03]		
3018	N2Y		PHAR	EF2,R9BL	chemical	7	2	EF2	R9BL		
3009	N2Y		DVE	EF2,CP06,DX3	chemical	7	3	EF2	CP06	DX3	
2969	N2Y		PCBR	CA05,sph,[CP04]	chemical	7	3	CA05	sph	[CP04]	
2929	N2Y		SPDL	ailL,[CP02]	chemical	7	2	ailL	[CP02]		
2608	N2Y		PHCR	PVY,AVG	chemical	7	2	PVY	AVG		
2598	N2Y		PHCL	PVX,AVG	chemical	7	2	PVX	AVG		
2446	N2Y		PQR	AVAR,AVAL	chemical	7	2	AVAR	AVAL		
2358	N2Y		CP08	PVX,PDB	chemical	7	2	PVX	PDB		
2291	N2Y		R9AL	DVF,HOB,PVY	chemical	7	3	DVF	HOB	PVY	
2213	N2Y		PHDL	PGA,EF3	chemical	7	2	PGA	EF3		
2151	N2Y		PHBL	PVX,R3BR,PHBR	chemical	7	3	PVX	R3BR	PHBR	
2147	N2Y		PCAL	CP07,PVX,R8AR	chemical	7	3	CP07	PVX	R8AR	
2145	N2Y		PCAR	CP07,PVX	chemical	7	2	CP07	PVX		
2078	N930	Not NR	[AUAR]	RIBR,RIAR	chemical	7	2	RIBR	RIAR		
1925	N2Y		CP09	unk2581[EFn],PDB	chemical	7	2	unk2581[EFn]	PDB		
1911	N2Y		CP09	unk2588,CP08,R9BR,CP09	chemical	7	4	unk2588	CP08	R9BR	CP09
1880	N930	Not NR	SMBVL	SAADL	chemical	7	1	SAADL			
1861	N930	Not NR	ADFL	[AIZL],RIAL	chemical	7	2	[AIZL]	RIAL		
1858	N930	Not NR	AIZR	[AIBL],[RIMR],AIZR	chemical	7	3	[AIBL]	[RIMR]	AIZR	
1819	N2Y		SPDL	SPDR,DD06,PVZ	chemical	7	3	SPDR	DD06	PVZ	
1811	N930	Not NR	[AUAL]	RIAL,RIBL	chemical	7	2	RIAL	RIBL		
1731	N930	Not NR	RIAR	SMDDR,[SMDVL]	chemical	7	2	SMDDR	[SMDVL]		
1614	N2Y		R7BR	PDC,PVV	chemical	7	2	PDC	PVV		
1584	N930	Not NR	CEPVR	[SIAVR]	chemical	7	1	[SIAVR]			
1525	N2Y		R7BR	PDC,PVV,[R7BL]	chemical	7	3	PDC	PVV	[R7BL]	
1516	N2Y		R7BR	PDC,PVV	chemical	7	2	PDC	PVV		
1329	N2Y		AVFL	PVS,R1BR	chemical	7	2	PVS	R1BR		
1265	N2Y		R8BL	PHDL,EF3,PVNL,PDB	chemical	7	4	PHSONL	EF3	PVNL	PDB
1252	N2Y		R4BR	EF2,R6AR,R2BR,EF1	chemical	7	4	EF2	R6AR	R2BR	EF1
1030	N2Y		PCAR	R8AR,PVX,CP07	chemical	7	3	R8AR	PVX	CP07	
1011	N2Y		CP08	R7AL,R6AL,PVV	chemical	7	3	R7AL	R6AL	PVV	
932	N2Y		R8AR	PHCR	chemical	7	1	PHCR			
847	N2Y		R4AR	[R4AL],R5AR	chemical	7	2	[R4AL]	R5AR		
778	N930	NR 45 deg	URBL	IL2L	electrical	7	1	IL2L			
745	N930	NR in plane	rdb	rd	electrical	7	1	rd			
722	N2Y		R6BR	R9BL,EF1	chemical	7	2	R9BL	EF1		
678	N2Y		R8BR	R9BL,EF1	chemical	7	2	R9BL	EF1		
661	N2Y		R6BL	EF3	chemical	7	1	EF3			
660	N2Y		PVNR	R7BR,EF3	chemical	7	2	R7BR	EF3		
657	N2Y		R3BR	EF3,EF2	chemical	7	2	EF3	EF2		
619	N2Y		AVFR	unk807[RnBR],R5BR,PVCL	chemical	7	3	unk807[RnBR]	R5BR	PVCL	
601	N2Y		R5BR	PDC,R1BR,R7BR	chemical	7	3	PDC	R1BR	R7BR	
566	N2Y		R5AR	[R4AL],R4AR	chemical	7	2	[R4AL]	R4AR		
436	N2Y		R2BL	EF1,PHCL,R2BL	chemical	7	3	EF1	PHCL	R2BL	
426	N2Y		R2BL	PVY,EF3,R4BL	chemical	7	3	PVY	EF3	R4BL	
398	N2Y		R3BR	PVX,R5BR,EF3,AVHR	chemical	7	4	PVX	R5BR	EF3	AN1b
381	N2Y		R3AR	R3AL,R4AL	chemical	7	2	R3AL	R4AL		
319	N2Y		PHAL	PVX,R3BL	chemical	7	2	PVX	R3BL		
297	N2Y		R6BL	R3BL,EF2	chemical	7	2	R3BL	EF2		
277	N2Y		HOB	R3BL,EF1	chemical	7	2	R3BL	EF1		
116	N2Y		R2BR	PCBR,PVY	chemical	7	2	PCBR	PVY		
67	N2Y		PHCR	R2BR,PVZ,HOA	chemical	7	3	R2BR	PVZ	HOA	
62	N2Y		R2BR	PHCR	chemical	7	1	PHCR			
59	N2Y		R3BR	PHCL,PVY	chemical	7	2	PHCL	PVY		
18787	N2Y		R2BL	PHCL,R2BL	chemical	6	2	PHCL	R2BL		
18785	N2Y		PCCL	gonad	chemical	6	1	gonad			
11554	N2Y		vBWML21	polL	electrical	6	1	polL			
11497	N2Y		R8AR	R8AL	electrical	6	1	R8AL			
11494	N2Y		PVZ	PCCL	electrical	6	1	PCCL			
11485	N2Y		vBWMR21	dglR3	electrical	6	1	dglR3			
11420	N2Y		vBWMR20	vBWML17	electrical	6	1	vBWML17			
11329	N2Y		VB08	AVAL	electrical	6	1	AVAL			
11281	N2Y		VB08	AVBL	electrical	6	1	AVBL			
11263	N2Y		VD08	DD04	electrical	6	1	DD04			
11229	N2Y		VB08	AVBR	electrical	6	1	AVBR			
11197	N2Y		PVS	CA05	electrical	6	1	CA05			
11155	N2Y		[PVX]	PQR	electrical	6	1	PQR			
11062	N2Y		AVAR	AVAL	electrical	6	1	AVAL			
10929	N2Y		DD04	CA05	electrical	6	1	CA05			
10867	N2Y		AVAL	AS07	electrical	6	1	AS07			
10856	N2Y		[PVX]	AVAR	electrical	6	1	AVAR			
10759	N930	NR 45 deg	NRfrag	NRfraggg	chemical	6	1	NRfraggg			
10729	N930	Not NR	SDQR	RIVL	electrical	6	1	RIVL			
10710	N2Y		vBWMR20	vBWML17	electrical	6	1	vBWML17			
10690	N930	Not NR	[AWCR]	AIYR	chemical	6	1	AIYR			
10666	N930	Not NR	[PVQR]	[AVFR],[EF1]	chemical	6	2	[AVFR]	[EF1]		
10652	N2Y		DA06	AVAL	electrical	6	1	AVAL			
10593	N930	Not NR	[AVFL]	[AVBL],[MCML]	chemical	6	2	[AVBL]	[MCML]		
10484	N930	Not NR	AVM	ALML	electrical	6	1	ALML			
10428	N930	Not NR	[AWCR]	neuron5,AIYR	chemical	6	2	neuron5	AIYR		
10420	N930	Not NR	[AIAR]	VGfragment,vc-right-31	chemical	6	2	VGfragment	vc-right-31		
10412	N930	Not NR	[ASGR]	VGfrag2,[AIAR],VGfrag1	chemical	6	3	VGfrag2	[AIAR]	VGfrag1	
10312	N930	NR 45 deg	IL1DL	RIPL,RMDVL	chemical	6	2	RIPL	RMDVL		
10303	N930	NR 45 deg	RMER	mus-L	chemical	6	1	mus-L			
10227	N2Y		vBWMR20	vBWML17	electrical	6	1	vBWML17			
